Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,bias
a,0.08554209768772125,-0.19330278038978577,-0.1045258566737175,-0.04346436634659767,0.23230351507663727,-0.19740675389766693,-0.2293359488248825,-0.3154694736003876,-0.2103535681962967,0.007015928626060486,1.220529556274414
c,-0.2827233672142029,0.21866004168987274,-0.151381716132164,0.20549732446670532,0.14183083176612854,-0.2051628977060318,-0.05207209289073944,-0.18184570968151093,-0.007553678005933762,0.13524986803531647,1.4321813583374023
