Charge,x1,x2,x3,x4,x5,x6,bias
a,-0.10102126747369766,-0.003464986803010106,0.15832185745239258,0.13458652794361115,-0.30054405331611633,0.16321919858455658,1.399243712425232
c,-0.08147850632667542,-0.27944669127464294,-0.307595819234848,-0.07535883039236069,-0.08740440756082535,-0.23672740161418915,1.1520121097564697
