Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,bias
a,-0.2588643729686737,0.05243202671408653,-0.19307635724544525,0.07489942014217377,-0.10982867330312729,0.10365967452526093,0.023058202117681503,-0.18770772218704224,-0.024928737431764603,0.021954823285341263,2.2409849166870117
c,0.1992865949869156,-0.24319009482860565,0.15070828795433044,-0.25153830647468567,-0.07000403106212616,-0.1581466943025589,0.21071141958236694,-0.10835017263889313,0.07201771438121796,0.014552251435816288,2.027813196182251
