Score,1,2,3,4,5,6,7,8,9,10
R2 of a,0.9160343408584595,0.8723554015159607,0.8761482834815979,0.8834900259971619,0.8747982382774353,0.8944666385650635,0.8604263067245483,0.9100629091262817,0.8750483989715576,0.875106155872345
R2 of c,0.922552764415741,0.8786613941192627,0.880329966545105,0.8855835199356079,0.8789522051811218,0.8891924023628235,0.8564101457595825,0.9134633541107178,0.8785232901573181,0.8790433406829834
RMSE of a,0.7567646503448486,0.9303361773490906,0.9167513847351074,0.8899454474449158,0.9236747026443481,0.8473058342933655,0.9716974496841431,0.7813710570335388,0.9234555959701538,0.9244083166122437
RMSE of c,0.7741350531578064,0.9630253911018372,0.9539827108383179,0.9319203495979309,0.9655985236167908,0.9248672127723694,1.0505927801132202,0.8147515058517456,0.9670247435569763,0.9720723628997803
Error of a (%),12.926547229290009,16.228510439395905,15.032859146595001,15.591098368167877,14.239855110645294,14.43408876657486,15.18426239490509,14.35878723859787,14.412716031074524,15.15905112028122
Error of c (%),11.690695583820343,14.290660619735718,13.546843826770782,14.30426687002182,13.17230612039566,13.349457085132599,13.705137372016907,12.835459411144257,12.956909835338593,13.814817368984222
Reconstruction correlation,0.8240932822227478,0.831300675868988,0.8241387009620667,0.8244678378105164,0.8248471617698669,0.8212252855300903,0.8117218017578125,0.8204275965690613,0.8265258073806763,0.8290387988090515
Reconstruction RMSE,22.159481048583984,24.881364822387695,25.84600257873535,23.029146194458008,22.13622283935547,25.862995147705078,31.252349853515625,23.32105827331543,23.068138122558594,24.40538215637207
