Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3adj1nf3,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,SU3adj1nf4,Sp2s1a2nf0,Sp2adj1nf1,SU5adj1nf2,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,SU5adj1nf4,Sp2s1a1nf2,Sp2s1a2nf1,Sp2nf5
SU2nf4,0.0,1.0,0.9908333333333332,0.9716666666666667,1.0,0.9976666666666668,1.0,0.8845000000000001,0.9915,1.0,0.9991666666666668,0.9078333333333335,0.6928333333333333,0.9825,1.0,1.0,0.9988333333333334,0.9990000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333334,1.0,1.0,0.9933333333333334
SU2adj1nf2,1.0,0.0,0.9986666666666667,0.9390000000000001,0.8990000000000002,0.9973333333333335,0.9410000000000003,0.9026666666666665,0.9968333333333333,0.9884999999999999,0.9861666666666666,0.9355,0.7536666666666667,0.9926666666666668,0.9981666666666666,0.9410000000000001,0.9954999999999999,0.9676666666666667,0.9231666666666668,0.8991666666666667,0.9666666666666667,0.9903333333333333,0.9848333333333333,0.9575000000000001,0.9958333333333332,0.9575,0.9758333333333333,0.9980000000000001
SU6s1a1A2F8nf1,0.9908333333333332,0.9986666666666667,0.0,0.6118333333333333,0.9961666666666668,0.9064999999999999,0.9943333333333334,0.8876666666666668,0.8533333333333334,0.9830000000000001,0.9195,0.7108333333333334,0.6809999999999999,0.8280000000000001,0.981,0.9976666666666667,0.8988333333333334,0.9745000000000001,0.9995,0.9936666666666667,0.9935,0.9918333333333333,0.9923333333333333,0.9961666666666666,0.9346666666666669,0.991,0.9988333333333334,0.9826666666666667
SU6adj1s1A1F8nf1,0.9716666666666667,0.9390000000000001,0.6118333333333333,0.0,0.9214999999999999,0.8516666666666667,0.897,0.8745,0.8286666666666668,0.8406666666666668,0.825,0.6181666666666666,0.6426666666666666,0.7345,0.7816666666666667,0.9266666666666667,0.8504999999999999,0.8663333333333333,0.941,0.9303333333333333,0.8996666666666668,0.8811666666666668,0.8913333333333333,0.9296666666666665,0.8496666666666666,0.8931666666666668,0.93,0.9624999999999999
SU3adj1nf2,1.0,0.8990000000000002,0.9961666666666668,0.9214999999999999,0.0,0.9941666666666668,0.7806666666666666,0.9025,0.9939999999999999,0.9803333333333335,0.9858333333333333,0.9156666666666666,0.7386666666666666,0.9911666666666668,0.9986666666666667,0.6844999999999999,0.9931666666666668,0.8818333333333334,0.9273333333333335,0.7903333333333332,0.7933333333333333,0.9743333333333334,0.9333333333333332,0.9203333333333332,0.9938333333333333,0.8539999999999999,0.9301666666666665,0.9980000000000001
SU5s1a1A2F8nf0,0.9976666666666668,0.9973333333333335,0.9064999999999999,0.8516666666666667,0.9941666666666668,0.0,0.9948333333333333,0.9030000000000001,0.9443333333333334,0.9646666666666668,0.9714999999999999,0.8026666666666668,0.7264999999999999,0.8244999999999999,0.9996666666666667,0.9960000000000001,0.895,0.9831666666666667,0.9998333333333334,0.9904999999999999,0.9873333333333334,0.9795,0.973,0.992,0.9763333333333334,0.9868333333333333,0.9966666666666667,0.9981666666666666
SU3adj1nf3,1.0,0.9410000000000003,0.9943333333333334,0.897,0.7806666666666666,0.9948333333333333,0.0,0.9023333333333332,0.9873333333333334,0.9840000000000001,0.9848333333333333,0.8988333333333333,0.7355000000000002,0.9633333333333334,0.9985,0.8731666666666666,0.9911666666666668,0.7971666666666667,0.9628333333333334,0.911,0.6291666666666665,0.9803333333333335,0.898,0.9556666666666668,0.991,0.6481666666666667,0.9591666666666666,0.9961666666666668
SU3nf6,0.8845000000000001,0.9026666666666665,0.8876666666666668,0.8745,0.9025,0.9030000000000001,0.9023333333333332,0.0,0.9001666666666667,0.9038333333333333,0.9064999999999999,0.8191666666666666,0.6248333333333334,0.888,0.8999999999999999,0.9028333333333333,0.9018333333333333,0.8948333333333334,0.9026666666666665,0.9026666666666665,0.9025,0.9033333333333331,0.9028333333333333,0.9036666666666666,0.8576666666666665,0.9021666666666667,0.9035,0.8276666666666666
SU5s1a1A2F8nf1,0.9915,0.9968333333333333,0.8533333333333334,0.8286666666666668,0.9939999999999999,0.9443333333333334,0.9873333333333334,0.9001666666666667,0.0,0.9873333333333334,0.9333333333333332,0.7306666666666666,0.6964999999999999,0.7956666666666667,0.9841666666666665,0.9934999999999999,0.9413333333333334,0.9826666666666667,0.9968333333333333,0.9921666666666666,0.9880000000000001,0.9830000000000001,0.9801666666666669,0.9903333333333333,0.9833333333333334,0.9865,0.9931666666666666,0.9833333333333333
SU6s2S2nf1,1.0,0.9884999999999999,0.9830000000000001,0.8406666666666668,0.9803333333333335,0.9646666666666668,0.9840000000000001,0.9038333333333333,0.9873333333333334,0.0,0.9940000000000001,0.7016666666666667,0.7056666666666668,0.8008333333333333,1.0,0.9804999999999999,0.7814999999999999,0.9784999999999999,0.9885,0.9751666666666666,0.9740000000000001,0.6311666666666667,0.9301666666666665,0.9633333333333333,0.9890000000000001,0.9660000000000001,0.9813333333333334,0.9906666666666666
