Charge,Minimal gap,Maximal gap,Mean gap,Stdev gap,Median gap,1st quartile gap,3rd quartile gap,Sum of absolute values of coefficients,Log of Sum of absolute values of coefficients,Mean dimension,Stdev dimension,Minimal dimension,Maximal dimension,Median dimension,1st quartile dimension,3rd quartile dimension
a,3.7724182194191837e-07,4.955719304785714e-06,7.3699583912757915e-06,2.7730898222552833e-06,6.7932968316370915e-06,2.75695967297474e-06,1.5568954138047075e-05,0.7281790110286758,0.2745788228310024,0.05055209048879901,0.0002516390886897839,0.0024506232628130507,0.06669910768257739,0.04865660084656372,0.038542200066731744,0.05887003522439045
c,5.838631091682953e-07,0.02228236250397285,0.00031117282429472804,1.9284725564682773e-06,8.277953252584328e-07,3.1174514274829024e-05,0.0006250326521461365,1.5553525530457721,0.18214117800814295,0.04193667899378505,0.006714829263485693,0.023142100347398636,0.04467903586816019,0.04021638624921512,0.047444211834885036,0.04958737656701747
a - c,-2.0662128722637696e-07,-0.022277406784668063,-0.00030380286590345223,8.44617265787006e-07,5.9655015063786585e-06,-2.8417554601854285e-05,-0.0006094636980080895,-0.8271735420170964,0.09243764482285943,0.008615411495013957,-0.006463190174795909,-0.020691477084585585,0.022020071814417203,0.008440214597348603,-0.008902011768153292,0.009282658657372982
