Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,Sp2s1a2nf0,Sp2adj1nf1,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,Sp2s1a1nf2,Sp2s1a2nf1,SU5adj1a2A2nf1,Sp3a3nf1,SU4a3A3nf1
SU2nf4,0.0,0.004412734098291246,0.006718548123582132,0.0034359213546813925,0.0016329931618554463,0.0030550504633038824,0.021860669909426138,0.003004626062886659,0.0011666666666666626,0.002260776661041748,0.002587362449376675,0.018800118202938094,0.02434930982366624,0.0,0.0016329931618554463,0.043711173247428015,0.0011666666666666624,0.0011666666666666624,0.0057638721552635466,0.002260776661041748,0.005066228051190219,0.012710450643291746,0.022241727550809637,0.0011666666666666624,0.0016329931618554463,0.002260776661041748
SU2adj1nf2,0.004412734098291246,0.0,0.024991109530302084,0.06470896383036898,0.0552268050859363,0.00827311576399392,0.056006200053605175,0.020440292452789305,0.0752632417289845,0.002260776661041748,0.10333010747652938,0.04543493516374084,0.022546248764114464,0.0,0.03145720196641074,0.023746929626094124,0.008373237791386977,0.04920365840057018,0.03214074948998199,0.04118521849185969,0.004179978734661485,0.05497575223071834,0.004229525846816499,0.02897125011685435,0.04301162633521314,0.028756158760631895
SU6s1a1A2F8nf1,0.006718548123582132,0.024991109530302084,0.0,0.039080046059338264,0.03285659074760429,0.04093660410385253,0.058955020519413315,0.026140645235596865,0.03547338595498195,0.002260776661041748,0.05009130552190558,0.040646169697907714,0.05008326400438906,0.0,0.025796209885261143,0.02485569463031672,0.0,0.016583123951776996,0.03633792019976438,0.08293638793945902,0.0,0.03414389485040563,0.0011666666666666624,0.034379014917048825,0.02991144336946053,0.031029108197876965
SU6adj1s1A1F8nf1,0.0034359213546813925,0.06470896383036898,0.039080046059338264,0.0,0.034759491109943225,0.031633754826837175,0.03148235837558693,0.0909195309661852,0.048364645030113555,0.027833333333333335,0.03967366884975475,0.041634654369220425,0.05864701375366203,0.002333333333333341,0.06664249561820312,0.024372115213907884,0.0,0.05913473316644514,0.03535573189424564,0.04167199965871035,0.0016329931618554463,0.03374742788552764,0.0016329931618554463,0.03087834552274817,0.03304920573932148,0.03173851498311371
SU3adj1nf2,0.0016329931618554463,0.0552268050859363,0.03285659074760429,0.034759491109943225,0.0,0.01652018966799919,0.11195038583626628,0.021310534692702776,0.06796649501367893,0.002260776661041748,0.028752294594422283,0.10553514422535588,0.08969469822062444,0.0,0.057365543277786146,0.02472122345048661,0.008812869377601534,0.06189148209209047,0.07594387547539447,0.06549491074376186,0.006030017505041854,0.07990011125009637,0.0059066817155564565,0.09976305261301234,0.05588579624754596,0.07708599094517757
SU5s1a1A2F8nf0,0.0030550504633038824,0.00827311576399392,0.04093660410385253,0.031633754826837175,0.01652018966799919,0.0,0.018436075745366452,0.019436506316150997,0.015242484486898238,0.002260776661041748,0.07068887229731896,0.05524214373505471,0.05081666393353005,0.0,0.008472176684759235,0.024438698819699876,0.002260776661041748,0.007266743118863891,0.052820713529616176,0.07535766568689464,0.002260776661041748,0.015478479684172262,0.0019790570145063126,0.0791664912278758,0.009510228411791414,0.017672954855748747
SU3nf6,0.021860669909426138,0.056006200053605175,0.058955020519413315,0.03148235837558693,0.11195038583626628,0.018436075745366452,0.0,0.03107383679775211,0.1388988440876629,0.023109041039770076,0.037267799624996496,0.031356374506983774,0.08150340824502712,0.036026610535362144,0.019336924953742424,0.025929391302792534,0.001979057014506312,0.06565820588471787,0.04943682837723309,0.1107880860020607,0.0034520525295346507,0.026926339851115626,0.003201562118716413,0.09296594358509284,0.0888239519749287,0.06395940552847217
SU5s1a1A2F8nf1,0.003004626062886659,0.020440292452789305,0.026140645235596865,0.0909195309661852,0.021310534692702776,0.019436506316150997,0.03107383679775211,0.0,0.04711098008367523,0.002260776661041748,0.034706707645000785,0.035077691549536785,0.027988092706244434,0.0,0.01917463602435954,0.024574716003784598,0.0016329931618554463,0.015766525721709695,0.02463567873363075,0.03954041532969076,0.0016329931618554463,0.020085926526910436,0.0016329931618554463,0.021281186266016484,0.020968892303706566,0.020429417786885437
SU6s2S2nf1,0.0011666666666666626,0.0752632417289845,0.03547338595498195,0.048364645030113555,0.06796649501367893,0.015242484486898238,0.1388988440876629,0.04711098008367523,0.0,0.03710944773384685,0.04264713094427077,0.1102049857714654,0.14570480050049445,0.03543381937578216,0.08409468869474854,0.024560582693051527,0.00552770798392567,0.07491550796285995,0.09729408455239655,0.04555216789572149,0.005325515102890155,0.08839997486173598,0.0058333333333333345,0.05161179882330955,0.09350594158186479,0.04392575807225439
SU10s2A2F16nf1,0.002260776661041748,0.002260776661041748,0.002260776661041748,0.027833333333333335,0.002260776661041748,0.002260776661041748,0.023109041039770076,0.002260776661041748,0.03710944773384685,0.0,0.037737764757453364,0.01656720321062738,0.02061620182714987,0.017260262647673316,0.002260776661041748,0.041880783182743846,0.002260776661041748,0.002260776661041748,0.012489995996796796,0.01602168669162034,0.003929942040850527,0.005637178175095935,0.004946940693218619,0.002260776661041748,0.002260776661041748,0.002260776661041748
