Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,bias
a,-0.04483884200453758,-0.1540919691324234,0.093448705971241,0.10973209142684937,-0.04553268849849701,-0.153816357254982,-0.1821320503950119,0.16289372742176056,0.08666059374809265,-0.04162225499749184,-0.054786112159490585,0.12923122942447662,0.15457211434841156,-0.08966970443725586,1.4306449890136719
c,0.08142757415771484,0.19952398538589478,0.05692709609866142,0.1849391758441925,0.07898835837841034,-0.09568843990564346,0.13468509912490845,-0.07136940956115723,-0.18892191350460052,-0.011189729906618595,0.04359866678714752,0.05020357295870781,0.06841898709535599,0.06801988929510117,1.8121832609176636
