Score,1,2,3,4,5,6,7,8,9,10
R2 of a,0.8149330615997314,0.7720448970794678,0.8573635816574097,0.7971881628036499,0.8715049028396606,0.8791658282279968,0.8464125394821167,0.8759168386459351,0.8402625322341919,0.8795254826545715
R2 of c,0.8307865858078003,0.8259753584861755,0.8653897047042847,0.7873311042785645,0.8695446252822876,0.8819651007652283,0.8568804860115051,0.8819690942764282,0.8413621187210083,0.8824934959411621
RMSE of a,1.1183518171310425,1.2442870140075684,0.9844791889190674,1.1739188432693481,0.9333519339561462,0.9063515663146973,1.0210916996002197,0.918300211429596,1.041777491569519,0.9049474596977234
RMSE of c,1.1356011629104614,1.1555095911026,1.0141087770462036,1.2772835493087769,0.9970346093177795,0.9523376226425171,1.0482797622680664,0.9517109394073486,1.0963443517684937,0.9517530798912048
Error of a (%),20.186838507652283,20.55526226758957,20.104362070560455,19.52536553144455,18.817315995693207,18.68736892938614,20.414941012859344,18.617409467697144,18.410784006118774,16.81617796421051
Error of c (%),17.009198665618896,16.177551448345184,17.713050544261932,16.400690376758575,16.965162754058838,16.855488717556,17.78268814086914,16.65700078010559,16.536879539489746,14.73996490240097
Reconstruction correlation,0.7566520571708679,0.7595902681350708,0.747839629650116,0.7471552491188049,0.7485660910606384,0.7485877871513367,0.7439936399459839,0.7475335597991943,0.7490968108177185,0.7456800937652588
Reconstruction RMSE,41.022823333740234,44.62952423095703,33.821510314941406,52.67798614501953,37.684635162353516,30.874914169311523,34.53678512573242,47.95338821411133,36.577239990234375,33.817230224609375
