Charge,x1,x2,x3,x4,x5,bias
a,-0.16128401458263397,0.23465724289417267,-0.26476654410362244,-0.15589092671871185,-0.1453077495098114,1.366817831993103
c,0.2986481785774231,-0.2175876796245575,-0.11212245374917984,0.04477546736598015,0.3785629868507385,1.1739954948425293
