Charge,x1,x2,x3,x4,x5,x6,x7,x8,bias
a,-0.03894224390387535,0.01112850196659565,0.026228202506899834,-0.2361011952161789,-0.19734404981136322,-0.2525690793991089,0.1855008900165558,0.19882790744304657,2.8748273849487305
c,-0.05154506117105484,-0.09588877111673355,-0.14335106313228607,0.18285594880580902,0.22279055416584015,0.1832934021949768,-0.21003273129463196,-0.1686103641986847,2.8770949840545654
