Charge,x1,x2,x3,x4,x5,x6,x7,x8,bias
a,-0.0932403951883316,-0.0626135841012001,0.1561591774225235,-0.08727647364139557,-0.22617341578006744,-0.0419851653277874,0.11788482218980789,0.10898436605930328,1.8709886074066162
c,0.02772005833685398,-0.1559336930513382,0.16524091362953186,-0.14777693152427673,0.02394169382750988,-0.26584744453430176,0.07657773792743683,0.08139178156852722,2.157711982727051
