Charge,x1,x2,x3,x4,x5,x6,x7,bias
a,0.04523337632417679,0.1909666508436203,-0.0734405666589737,-0.08967028558254242,-0.017051415517926216,-0.21173563599586487,-0.030304303392767906,1.717889666557312
c,-0.23468327522277832,-0.026230588555336,-0.2559410631656647,-0.1559446156024933,0.05686856806278229,-0.34819307923316956,0.15272915363311768,1.2459807395935059
