Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,bias
a,-0.22708597779273987,-0.04659929499030113,-0.19400061666965485,-0.08136852085590363,0.36413809657096863,-0.19622528553009033,0.20144525170326233,0.17727375030517578,-0.21051977574825287,-0.14512695372104645,-0.1979529708623886,0.22590583562850952,1.1830049753189087
c,0.15161749720573425,-0.02675982378423214,-0.1459471583366394,-0.03803718462586403,-0.0053088427521288395,-0.18953031301498413,-0.1082010567188263,0.13884110748767853,-0.32028573751449585,-0.2052670568227768,-0.05950522422790527,0.2808741629123688,1.2783105373382568
