Score,1,2,3,4,5,6,7,8,9,10
R2,0.9546041488647461,0.9347104430198669,0.9463976621627808,0.950334370136261,0.9354286193847656,0.9437272548675537,0.942257285118103,0.9357154369354248,0.9321675300598145,0.9456222653388977
RMSE,0.5553778409957886,0.6630987524986267,0.6029515266418457,0.580435574054718,0.6611329913139343,0.6190531253814697,0.625204861164093,0.6605268716812134,0.6780620813369751,0.6075220704078674
Error,8.037224411964417%,8.64708200097084%,7.650399208068848%,7.8382790088653564%,9.88142043352127%,8.447537571191788%,7.784531265497208%,9.023817628622055%,9.022048115730286%,8.289346843957901%
