Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,bias
a,-0.02653893083333969,-0.29842597246170044,-0.21817094087600708,-0.24216106534004211,0.19936338067054749,0.19312453269958496,0.2618696987628937,0.1931096613407135,-0.2710855305194855,-0.18465928733348846,-0.03301651403307915,1.311463713645935
c,-0.03005257062613964,-0.016879675909876823,-0.01702319085597992,0.1459268480539322,0.05391575023531914,-0.09502847492694855,0.024130282923579216,0.11796955019235611,0.2844175398349762,0.1969432234764099,0.11200567334890366,2.073314905166626
