Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,bias
a,0.16600270569324493,-0.057966820895671844,0.3101375102996826,-0.13875825703144073,0.13700860738754272,0.03453946113586426,-0.04001135379076004,-0.25118330121040344,-0.03583942726254463,0.10119765251874924,2.196798324584961
c,0.022284064441919327,0.033912211656570435,-0.0460098534822464,-0.07849635183811188,-0.24018517136573792,0.21011824905872345,0.018261147662997246,0.32345205545425415,-0.07874796539545059,-0.09093484282493591,2.2130126953125
