Theories,SU2nf4,SU9s2A2F16nf0,Sp2s1a2nf0,SU10s2A2F16nf1,Sp2s2a1nf1,Sp2s1a2nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1,SU6s1a1A2F8nf1,SU7a2A2nf1,SU5s1S1a2A2nf1,SU4a3A3nf1,Sp2adj1nf1,SO5nf5,SO5adj1nf2,SU2adj1nf3,SU2adj1nf2,SU2adj2nf1,SU4s1S1a2A2nf1,SU5a3A3nf0,SU7s1S2a1f8nf0,SU3nf6,SU3adj1nf4,SU5adj1s1A1F8nf0,SU6adj1s1A1F8nf1,SU5adj1a2A2nf1,SU3adj2nf2,Sp2adj2nf2,Sp4a3nf0,SO12s2nf1,Sp5a3nf1,SU6s2S2nf1,Sp3a3nf1,SU3adj1nf3,SU5s1S1a1A1nf1,Sp2adj1a2nf4,Sp2s1a1nf2,Sp4s1a1nf1,SU3adj1nf2,SU4adj2a1A1nf0,Sp2s2nf1,SU4adj1a2A2nf1,SU8s1S2a1f8nf1,SU4adj2a1A1nf1
Sp5a3nf1,0.0,0.0,0.007637626158259735,0.002499999999999991,0.007453559924999322,0.005527707983925673,0.011303883305208772,0.014907119849998589,0.020344259359556173,0.022376202636829254,0.012499999999999995,0.020429417786885434,0.06106121700574122,0.07483778754375654,0.04107073843450535,0.032015621187164243,0.07163274390947202,0.07253351715662981,0.023570226039551587,0.05030462757595525,0.021984843263788197,0.1609779142891623,0.05088794880257342,0.09509133036776335,0.029767618499152916,0.04961658548868065,0.029450995078453807,0.018929694486000914,0.05406400527769531,0.053547746088057804,0.0,0.11696687565289585,0.06764387957860225,0.09422196016735046,0.05878397362849465,0.06325104303048641,0.06146362971528592,0.05214829282387338,0.05811865258054231,0.08046738469715542,0.05999999999999998,0.03456073558887955,0.019002923751652315,0.08019507466172719
SU6s2S2nf1,0.0,0.03500991922933335,0.008975274678557521,0.031578825535827366,0.0033333333333333214,0.0055901699437494795,0.01404358295529392,0.02022443516585266,0.040833333333333346,0.028734899415944426,0.026470633623780986,0.03863108995499751,0.08253366316573835,0.07959969290839702,0.08969469822062444,0.07659870175865327,0.0660387091871965,0.10762589527308628,0.02682246156571849,0.0759431439374952,0.041499665326629125,0.1365141425315015,0.03091206165165237,0.10938273782152891,0.049413223601245324,0.10651030205780303,0.08216260977138232,0.0263523138347365,0.09947431270880382,0.042687494916218975,0.11696687565289585,0.0,0.06872347973339728,0.06791027577293111,0.07032168149929927,0.10227957328377506,0.09357483636106449,0.06980130530457307,0.07407297452887628,0.09548487372935625,0.09791223394221764,0.15180396715647598,0.026352313834736484,0.05164650144115388
Sp3a3nf1,0.0,0.0,0.015115297622680894,0.002499999999999991,0.0038188130791298527,0.008975274678557526,0.010540925533894603,0.015723301886760997,0.026352313834736515,0.02505549396395484,0.012499999999999995,0.02808716591058787,0.034970225430595483,0.05116015159390276,0.04844813951249545,0.09590214920543869,0.022730302828309745,0.09236100668331608,0.022730302828309762,0.1378933766840646,0.024509068616421253,0.12169234888758529,0.08907315969346646,0.09867525300477095,0.03215630230262457,0.1057545638626427,0.021081851067789186,0.02155419526062925,0.06517071598672385,0.05942432162002357,0.06764387957860225,0.06872347973339728,0.0,0.059371710435189594,0.12084482703956435,0.051747248987533426,0.06595452979136461,0.048189440982669876,0.04851259859275962,0.07247604968386298,0.09413716351981058,0.07863858962225719,0.01964971020425269,0.07808915844511748
SU3adj1nf3,0.020749832663314535,0.0,0.005527707983925673,0.002499999999999991,0.0033333333333333214,0.004082482904638615,0.024944382578492935,0.016329931618554522,0.04027681991198192,0.024734703466093046,0.012499999999999995,0.07139969654463993,0.05775907817054487,0.062383224240709675,0.0541410195692693,0.07666666666666666,0.030057814661452378,0.05325515102890151,0.03296673407475415,0.06121455890735654,0.02187400791401115,0.1276088859671527,0.07708220719898118,0.059628479399994376,0.029767618499152916,0.08991122164545298,0.03321855237999123,0.030092450142112995,0.10199400853862828,0.045825756949558406,0.09422196016735046,0.06791027577293111,0.059371710435189594,0.0,0.05664828133119113,0.05886071128803432,0.03818813079129866,0.03254270698294441,0.05795112883571236,0.06723197817176649,0.049476425362657984,0.04163331998932265,0.0204803428790742,0.06531972647421808
SU5s1S1a1A1nf1,0.007861650943380512,0.005000000000000016,0.015275252316519461,0.012360330811826099,0.011334558757279544,0.012360330811826106,0.03940530139178964,0.023584952830141483,0.059517737785563664,0.022745573439926975,0.019382838916021675,0.08301606270274847,0.05013869652163774,0.0348010216963685,0.05312459150169742,0.03804237403504443,0.04699290726623893,0.043212973874880586,0.026614532371118858,0.04879805323985786,0.019878100736460923,0.037721567659187584,0.06485025486114575,0.07779960011322537,0.031135902820449014,0.0610327780786685,0.056574680241645595,0.01464866319270578,0.094666813380168,0.04798726682962654,0.05878397362849465,0.07032168149929927,0.12084482703956435,0.05664828133119113,0.0,0.033962806453858047,0.0454606056566195,0.07500462948674862,0.07301065371269837,0.08459051693633014,0.08054070744384827,0.035901098714230036,0.025069348260818882,0.05204164998665331
Sp2adj1a2nf4,0.0076829537144107425,0.019999999999999997,0.0,0.031280540631872446,0.0033333333333333214,0.002499999999999991,0.02236067977499789,0.016749792701868143,0.046398036356916875,0.025819888974716126,0.02814890959009088,0.06932211447695141,0.06545248488619647,0.07141428428542851,0.023804761428476155,0.044009153088369654,0.026352313834736484,0.06446359868604569,0.027638539919628332,0.12327983073750005,0.050552502960343665,0.023921166824012203,0.0636014063436406,0.047733344972065606,0.042687494916219,0.04378768218473216,0.03855911767086425,0.031797973380564865,0.09475480052336252,0.043212973874880566,0.06325104303048641,0.10227957328377506,0.051747248987533426,0.05886071128803432,0.033962806453858047,0.0,0.02758824226207809,0.08045012257431448,0.06871842709362769,0.10955718953029862,0.1005402075457045,0.04997221450188317,0.027131367660166182,0.054873592110514416
Sp2s1a1nf2,0.019720265943665383,0.0,0.0055901699437494795,0.005335936864527384,0.004082482904638615,0.009166666666666682,0.00768295371441073,0.020497289793748076,0.029825883613622133,0.024734703466093067,0.012499999999999995,0.041373971957688035,0.07586995452746759,0.09389710680668849,0.017658016750347578,0.10077477638553982,0.03477107674170842,0.06325104303048641,0.022422706745122856,0.08645808232895293,0.022912878474779196,0.029214246904930182,0.07195677714974301,0.05679519737129582,0.03166666666666666,0.07118052168020873,0.05375484474290046,0.02484675252645928,0.10267600065794884,0.05505048188304581,0.06146362971528592,0.09357483636106449,0.06595452979136461,0.03818813079129866,0.0454606056566195,0.02758824226207809,0.0,0.05439694640122529,0.07036117142603897,0.09421090406340683,0.10202464299265043,0.037165171868296244,0.021147629234082557,0.09176131477310516
Sp4s1a1nf1,0.0,0.0,0.0033333333333333214,0.0033333333333333214,0.0055901699437494795,0.007264831572567807,0.01083333333333333,0.01666666666666667,0.03321855237999125,0.02380476142847616,0.011055415967851341,0.030103986446980743,0.048052344144461655,0.12250000000000001,0.0396512575112344,0.057469798831888894,0.04525391327461822,0.08867857062948686,0.03912231531435168,0.08306623862918074,0.023511226632776473,0.11714485335116803,0.05137687547266116,0.07091172133168268,0.02959213484094117,0.07659870175865327,0.03342695186688596,0.03452052529534662,0.056328648720403975,0.032317865716108875,0.05214829282387338,0.06980130530457307,0.048189440982669876,0.03254270698294441,0.07500462948674862,0.08045012257431448,0.05439694640122529,0.0,0.047324236215002285,0.07747759532779641,0.06311365409587165,0.08419966349893172,0.020899893673307416,0.054012601410329326
SU3adj1nf2,0.0,0.0,0.00816496580927727,0.002499999999999991,0.012247448713915877,0.005527707983925671,0.018800856954464137,0.015723301886760997,0.03045944480416178,0.02416666666666666,0.012499999999999995,0.08916666666666667,0.071956777149743,0.07291547618075785,0.052579305181157866,0.07414325473178408,0.04102844541697057,0.05944768942337269,0.02824741876113049,0.10036046144883065,0.025289984842489188,0.13311440359496957,0.06180727213596219,0.06160469859425407,0.03100179206289712,0.12046207333061769,0.07304869000270375,0.024776781245530843,0.05778912815861936,0.045833333333333344,0.05811865258054231,0.07407297452887628,0.04851259859275962,0.05795112883571236,0.07301065371269837,0.06871842709362769,0.07036117142603897,0.047324236215002285,0.0,0.03940530139178963,0.043172779489962065,0.08301606270274847,0.030459444804161774,0.08236520975374116
SU4adj2a1A1nf0,0.0,0.0075000000000000075,0.00971825315807551,0.0101721296797781,0.011211353372561428,0.009166666666666682,0.026731691553909056,0.02148966159704603,0.030743111242827862,0.02466441431158125,0.01726026264767332,0.07053860251269828,0.0896908269804914,0.0509697622779101,0.059976847384821924,0.05771096564393595,0.07168604389202188,0.06835873511605278,0.04166666666666669,0.07199537022151722,0.025399584423546943,0.15802821478035706,0.06466258578188779,0.03790521805181388,0.03313482558678506,0.08303697302340018,0.043309288200620945,0.02560381915956201,0.04631564410530084,0.05153882032022076,0.08046738469715542,0.09548487372935625,0.07247604968386298,0.06723197817176649,0.08459051693633014,0.10955718953029862,0.09421090406340683,0.07747759532779641,0.03940530139178963,0.0,0.04068851871911232,0.07236097782030804,0.021666666666666654,0.05000000000000001
Sp2s2nf1,0.0,0.0,0.009464847243000467,0.002499999999999991,0.0065085413965888924,0.0055901699437494795,0.04561310727801337,0.0214249335536374,0.03206980234148975,0.025069348260818865,0.012499999999999995,0.04859841103941112,0.08408411793489239,0.09428458693409719,0.06315765107165472,0.09757119907477253,0.0816879224039066,0.09094030398502573,0.019790570145063198,0.06856161057358881,0.02420973174388991,0.09553940431977674,0.05754828890206516,0.0634045652054242,0.03424787098005754,0.10826921179274476,0.04422166387140533,0.025221243250702578,0.03312434485725299,0.06316314853879065,0.05999999999999998,0.09791223394221764,0.09413716351981058,0.049476425362657984,0.08054070744384827,0.1005402075457045,0.10202464299265043,0.06311365409587165,0.043172779489962065,0.04068851871911232,0.0,0.09980536614386579,0.02081665999466133,0.07559486314117735
SU4adj1a2A2nf1,0.002499999999999991,0.0,0.005000000000000016,0.002499999999999991,0.002499999999999991,0.002499999999999991,0.0460675832036175,0.016266017746619284,0.043851073723076256,0.02333333333333333,0.012499999999999995,0.08773777217747591,0.05286250509051235,0.16422376333662692,0.057427490513400174,0.08081185281600438,0.06883958809354461,0.11329962734076202,0.02763853991962833,0.07826237921249266,0.02420973174388991,0.04755114205895702,0.046368092477478515,0.05124153046547735,0.034166666666666665,0.0685413500499273,0.05587684871413403,0.04728753653037034,0.09740023385780733,0.03872983346207417,0.03456073558887955,0.15180396715647598,0.07863858962225719,0.04163331998932265,0.035901098714230036,0.04997221450188317,0.037165171868296244,0.08419966349893172,0.08301606270274847,0.07236097782030804,0.09980536614386579,0.0,0.0175,0.07285830998131464
SU8s1S2a1f8nf1,0.0075000000000000075,0.0997914491994847,0.0,0.020086617988656606,0.002499999999999991,0.004082482904638616,0.07896905160321423,0.014930394055974088,0.01827642683288443,0.06751543033509695,0.02273030282830976,0.02297341458681705,0.08984554647962369,0.08718196169188006,0.09552486587271398,0.017078251276599333,0.09185208519982307,0.02174664725116648,0.030550504633038936,0.037868559225005885,0.03876567783204336,0.02204792759220494,0.019737865470545027,0.03578485092263984,0.041674999166833294,0.01699673171197595,0.06882445463318657,0.03647678104706548,0.05286907308520634,0.01835226295462104,0.019002923751652315,0.026352313834736484,0.01964971020425269,0.0204803428790742,0.025069348260818882,0.027131367660166182,0.021147629234082557,0.020899893673307416,0.030459444804161774,0.021666666666666654,0.02081665999466133,0.0175,0.0,0.027688746209726934
SU4adj2a1A1nf1,0.0,0.0033333333333333214,0.005833333333333356,0.00816496580927727,0.008164965809277272,0.0075000000000000205,0.08967921225741844,0.02006932429798716,0.06706133179576905,0.025289984842489215,0.03617089069035118,0.06213783960769083,0.10705657901834484,0.08226397213307361,0.05191472709057508,0.027888667551135834,0.05191472709057508,0.10348443253831843,0.021794494717703353,0.07211584045439978,0.04561310727801337,0.09282974259961681,0.05351531452667439,0.03431876713662334,0.04758034141206733,0.08620469824783333,0.04798726682962654,0.026822461565718457,0.0942661716158618,0.03590109871423004,0.08019507466172719,0.05164650144115388,0.07808915844511748,0.06531972647421808,0.05204164998665331,0.054873592110514416,0.09176131477310516,0.054012601410329326,0.08236520975374116,0.05000000000000001,0.07559486314117735,0.07285830998131464,0.027688746209726934,0.0
