Theories,SU9s2A2F16nf0,SU2nf4,SU10s2A2F16nf1,SU4a3A3nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1,SU6s1a1A2F8nf1,Sp3a3nf1,SO12s2nf1,SO5nf5,SU4s1S1a2A2nf1,SU5s1S1a2A2nf1,SU5s1S1a1A1nf1,SU5a3A3nf0,SU2adj2nf1,SU2adj1nf3,Sp2s2nf1,SU7s1S2a1f8nf0,SU6s2S2nf1,SU3nf6,SU2adj1nf2,Sp4a3nf0,Sp2adj1nf1,Sp5a3nf1,SO5adj1nf2,SU7a2A2nf1,SU3adj2nf2,Sp2s1a2nf1,SU6adj1s1A1F8nf1,Sp2s1a2nf0,Sp2adj1a2nf4,SU3adj1nf3,SU3adj1nf4,SU4adj2a1A1nf0,Sp2s2a1nf1,Sp2adj2nf2,SU5adj1a2A2nf1,Sp2s1a1nf2,Sp4s1a1nf1,SU8s1S2a1f8nf1,SU3adj1nf2,SU4adj1a2A2nf1,SU4adj2a1A1nf1,SU5adj1s1A1F8nf0
SU4s1S1a2A2nf1,0.9966666666666667,1.0,0.9974999999999999,0.9799999999999999,0.9908333333333333,0.9825000000000002,0.975,0.9941666666666666,0.6625,0.9949999999999999,0.0,0.5766666666666667,0.8858333333333333,0.9716666666666665,0.8741666666666668,0.8833333333333334,0.9116666666666667,0.8883333333333334,0.7758333333333333,0.8708333333333332,0.9658333333333333,0.9975000000000002,0.9308333333333334,0.9775,0.9283333333333333,0.8675,0.8466666666666667,0.9549999999999998,0.76,0.9216666666666666,0.8791666666666667,0.975,0.9458333333333332,0.8799999999999999,0.7966666666666666,0.7541666666666667,0.9291666666666666,0.96,0.9058333333333334,0.8074999999999999,0.9433333333333334,0.9633333333333333,0.7391666666666666,0.8024999999999999
SU5s1S1a2A2nf1,1.0,1.0,0.9991666666666668,0.9724999999999999,0.9875000000000002,0.9833333333333332,0.9716666666666667,0.9875,0.695,0.9791666666666666,0.5766666666666667,0.0,0.8816666666666666,0.9633333333333333,0.8991666666666667,0.9333333333333333,0.9033333333333335,0.8875,0.8058333333333334,0.8716666666666667,0.9416666666666667,0.9808333333333333,0.9141666666666668,0.9733333333333333,0.9116666666666668,0.8825,0.8783333333333333,0.9133333333333333,0.7833333333333333,0.9108333333333336,0.8949999999999999,0.9550000000000001,0.96,0.9100000000000001,0.8375,0.7383333333333333,0.8991666666666667,0.915,0.8574999999999999,0.8741666666666668,0.8866666666666667,0.8975,0.7608333333333333,0.7875
SU5s1S1a1A1nf1,1.0,1.0,0.9933333333333334,0.9783333333333332,0.9941666666666669,0.9866666666666666,0.9791666666666666,0.9941666666666666,0.7841666666666666,0.9383333333333332,0.8858333333333333,0.8816666666666666,0.0,0.985,0.7716666666666666,0.9466666666666667,0.5816666666666667,0.905,0.6358333333333334,0.875,0.9758333333333333,0.9816666666666667,0.9183333333333333,0.9516666666666668,0.9283333333333333,0.9941666666666666,0.8608333333333335,0.9283333333333333,0.9458333333333334,0.8825,0.9233333333333335,0.9625,0.9741666666666665,0.73,0.7858333333333334,0.8308333333333333,0.805,0.9683333333333334,0.8541666666666667,0.9241666666666667,0.8858333333333333,0.845,0.7041666666666666,0.8474999999999999
SU5a3A3nf0,1.0,1.0,0.9950000000000001,0.9708333333333334,0.9291666666666666,0.985,0.9208333333333332,0.725,0.9766666666666666,0.8016666666666665,0.9716666666666665,0.9633333333333333,0.985,0.0,0.9816666666666667,0.9491666666666667,0.9783333333333333,0.8758333333333332,0.9691666666666666,0.8658333333333331,0.8741666666666665,0.6525000000000001,0.9408333333333333,0.8666666666666666,0.9283333333333333,0.8400000000000001,0.9425000000000001,0.9241666666666667,0.8525,0.9333333333333333,0.7408333333333333,0.845,0.6683333333333332,0.9483333333333333,0.9508333333333333,0.9191666666666667,0.8774999999999998,0.8566666666666667,0.9241666666666667,0.805,0.9041666666666666,0.8125,0.9241666666666666,0.7283333333333333
SU2adj2nf1,1.0,1.0,0.9966666666666667,0.9800000000000001,0.9950000000000001,0.9866666666666666,0.9825000000000002,0.9958333333333332,0.85,0.9141666666666668,0.8741666666666668,0.8991666666666667,0.7716666666666666,0.9816666666666667,0.0,0.9408333333333333,0.6358333333333334,0.9083333333333332,0.72,0.875,0.9724999999999998,0.9949999999999999,0.9391666666666666,0.9991666666666668,0.9291666666666668,0.9733333333333333,0.8283333333333334,0.9241666666666667,0.9266666666666665,0.8491666666666667,0.9100000000000001,0.9574999999999999,0.9683333333333334,0.6725,0.6024999999999999,0.8458333333333334,0.7583333333333334,0.9533333333333334,0.8591666666666666,0.9458333333333334,0.8791666666666667,0.8458333333333334,0.6008333333333333,0.86
SU2adj1nf3,1.0,1.0,0.9991666666666668,0.9783333333333333,0.9908333333333331,0.9916666666666668,0.9316666666666666,0.9883333333333335,0.9424999999999999,0.9733333333333333,0.8833333333333334,0.9333333333333333,0.9466666666666667,0.9491666666666667,0.9408333333333333,0.0,0.9399999999999998,0.835,0.9316666666666664,0.8674999999999999,0.9141666666666668,0.8950000000000001,0.9108333333333334,0.9025000000000001,0.9083333333333332,0.7408333333333333,0.8016666666666667,0.9166666666666667,0.7224999999999999,0.9049999999999999,0.8016666666666665,0.8991666666666667,0.7691666666666667,0.9133333333333333,0.9075000000000001,0.6183333333333334,0.8375,0.8491666666666667,0.905,0.8300000000000001,0.8833333333333334,0.8591666666666666,0.8383333333333333,0.625
Sp2s2nf1,1.0,1.0,0.9991666666666668,0.9774999999999998,0.9924999999999999,0.9874999999999998,0.9733333333333334,0.9933333333333334,0.8516666666666666,0.9133333333333333,0.9116666666666667,0.9033333333333335,0.5816666666666667,0.9783333333333333,0.6358333333333334,0.9399999999999998,0.0,0.9041666666666666,0.6908333333333333,0.875,0.9516666666666668,0.9058333333333334,0.8074999999999999,0.9566666666666667,0.8741666666666668,0.9950000000000001,0.8424999999999999,0.8841666666666667,0.9291666666666666,0.8116666666666668,0.9008333333333333,0.945,0.9666666666666666,0.5983333333333334,0.7491666666666665,0.8375,0.7425,0.9266666666666667,0.8308333333333333,0.9008333333333333,0.8699999999999999,0.7791666666666666,0.7375,0.7908333333333334
SU7s1S2a1f8nf0,0.9850000000000001,1.0,0.9733333333333334,0.975,0.8441666666666666,0.8391666666666667,0.8341666666666667,0.8441666666666666,0.9158333333333333,0.9208333333333332,0.8883333333333334,0.8875,0.905,0.8758333333333332,0.9083333333333332,0.835,0.9041666666666666,0.0,0.905,0.8866666666666667,0.8891666666666668,0.8400000000000001,0.8883333333333334,0.8491666666666667,0.9058333333333334,0.8508333333333333,0.8525,0.8758333333333332,0.7925000000000001,0.9033333333333333,0.8608333333333332,0.8625,0.8525,0.9099999999999999,0.8550000000000001,0.8491666666666667,0.8375,0.8783333333333333,0.865,0.5858333333333333,0.9058333333333332,0.8483333333333334,0.8458333333333334,0.7224999999999999
SU6s2S2nf1,1.0,1.0,0.9974999999999999,0.9783333333333333,0.9949999999999999,0.9858333333333332,0.9741666666666667,0.9949999999999999,0.665,0.9558333333333332,0.7758333333333333,0.8058333333333334,0.6358333333333334,0.9691666666666666,0.72,0.9316666666666664,0.6908333333333333,0.905,0.0,0.8733333333333334,0.97,0.9958333333333333,0.8158333333333333,0.9875,0.9174999999999999,0.9041666666666668,0.775,0.8816666666666666,0.9033333333333333,0.8550000000000001,0.9083333333333334,0.97,0.9574999999999999,0.6733333333333333,0.65,0.8175000000000001,0.8766666666666666,0.9375,0.6849999999999999,0.8766666666666666,0.7816666666666666,0.8708333333333333,0.6074999999999999,0.8550000000000001
SU3nf6,0.8758333333333332,0.8758333333333332,0.8708333333333332,0.9741666666666667,0.8724999999999999,0.8733333333333334,0.8691666666666664,0.86,0.8800000000000001,0.8625,0.8708333333333332,0.8716666666666667,0.875,0.8658333333333331,0.875,0.8674999999999999,0.875,0.8866666666666667,0.8733333333333334,0.0,0.8674999999999999,0.8666666666666666,0.8741666666666668,0.8683333333333332,0.8691666666666666,0.8666666666666666,0.8733333333333334,0.8733333333333334,0.8924999999999998,0.8699999999999999,0.5766666666666668,0.8683333333333332,0.8641666666666665,0.875,0.8733333333333334,0.8708333333333332,0.875,0.8708333333333332,0.8724999999999999,0.8116666666666668,0.8691666666666664,0.8733333333333334,0.8733333333333334,0.8549999999999999
SU2adj1nf2,1.0,1.0,0.9949999999999999,0.9749999999999999,0.9908333333333331,0.9908333333333333,0.9600000000000002,0.9341666666666667,0.9833333333333334,0.76,0.9658333333333333,0.9416666666666667,0.9758333333333333,0.8741666666666665,0.9724999999999998,0.9141666666666668,0.9516666666666668,0.8891666666666668,0.97,0.8674999999999999,0.0,0.8166666666666668,0.7341666666666666,0.8066666666666666,0.6549999999999999,0.8758333333333332,0.9183333333333333,0.86,0.8616666666666667,0.6675000000000001,0.7883333333333333,0.6483333333333334,0.7749999999999998,0.8174999999999999,0.9283333333333333,0.8674999999999999,0.8941666666666667,0.7366666666666666,0.9141666666666666,0.845,0.6366666666666666,0.7283333333333333,0.7808333333333334,0.7283333333333333
Sp4a3nf0,1.0,1.0,0.9949999999999999,0.9716666666666667,0.9908333333333331,0.9925,0.9191666666666667,0.7258333333333333,0.9908333333333333,0.8616666666666667,0.9975000000000002,0.9808333333333333,0.9816666666666667,0.6525000000000001,0.9949999999999999,0.8950000000000001,0.9058333333333334,0.8400000000000001,0.9958333333333333,0.8666666666666666,0.8166666666666668,0.0,0.8574999999999999,0.6258333333333334,0.8550000000000001,0.6433333333333333,0.9575000000000001,0.8549999999999999,0.8375,0.905,0.7841666666666667,0.6483333333333334,0.5783333333333334,0.9458333333333334,0.9275,0.8691666666666666,0.8583333333333332,0.7675,0.8550000000000001,0.69,0.8358333333333332,0.7858333333333333,0.9216666666666666,0.6424999999999998
Sp2adj1nf1,1.0,1.0,0.9991666666666668,0.9783333333333333,0.9933333333333334,0.99,0.9658333333333333,0.9891666666666667,0.9550000000000001,0.9283333333333333,0.9308333333333334,0.9141666666666668,0.9183333333333333,0.9408333333333333,0.9391666666666666,0.9108333333333334,0.8074999999999999,0.8883333333333334,0.8158333333333333,0.8741666666666668,0.7341666666666666,0.8574999999999999,0.0,0.9525,0.5891666666666666,0.9641666666666666,0.8758333333333332,0.6483333333333334,0.9,0.5675000000000001,0.8858333333333335,0.8366666666666667,0.875,0.6091666666666666,0.8175000000000001,0.8574999999999999,0.8558333333333333,0.7908333333333333,0.7125000000000001,0.8516666666666668,0.6733333333333332,0.7224999999999999,0.7024999999999999,0.8091666666666667
Sp5a3nf1,1.0,1.0,0.9991666666666668,0.9733333333333333,0.9899999999999999,0.9916666666666668,0.9283333333333333,0.9058333333333334,0.99,0.9250000000000002,0.9775,0.9733333333333333,0.9516666666666668,0.8666666666666666,0.9991666666666668,0.9025000000000001,0.9566666666666667,0.8491666666666667,0.9875,0.8683333333333332,0.8066666666666666,0.6258333333333334,0.9525,0.0,0.9099999999999999,0.7316666666666667,0.9283333333333333,0.74,0.8400000000000001,0.8241666666666667,0.7625,0.5933333333333333,0.6875,0.8733333333333333,0.9083333333333332,0.8425,0.7141666666666666,0.555,0.8125,0.7683333333333333,0.65,0.6166666666666666,0.7699999999999999,0.6741666666666666
SO5adj1nf2,1.0,1.0,0.9991666666666668,0.9758333333333333,0.9925,0.9908333333333335,0.9591666666666667,0.9891666666666667,0.9708333333333332,0.89,0.9283333333333333,0.9116666666666668,0.9283333333333333,0.9283333333333333,0.9291666666666668,0.9083333333333332,0.8741666666666668,0.9058333333333334,0.9174999999999999,0.8691666666666666,0.6549999999999999,0.8550000000000001,0.5891666666666666,0.9099999999999999,0.0,0.9116666666666667,0.85,0.7283333333333333,0.8625,0.5341666666666667,0.8549999999999999,0.8316666666666668,0.8183333333333334,0.665,0.8566666666666667,0.8233333333333335,0.7666666666666666,0.7508333333333332,0.6841666666666666,0.8166666666666668,0.5758333333333334,0.7033333333333334,0.7358333333333333,0.7975000000000001
SU7a2A2nf1,1.0,0.9983333333333334,0.9883333333333333,0.9716666666666667,0.9899999999999999,0.9908333333333333,0.9141666666666668,0.6958333333333333,0.9308333333333332,0.885,0.8675,0.8825,0.9941666666666666,0.8400000000000001,0.9733333333333333,0.7408333333333333,0.9950000000000001,0.8508333333333333,0.9041666666666668,0.8666666666666666,0.8758333333333332,0.6433333333333333,0.9641666666666666,0.7316666666666667,0.9116666666666667,0.0,0.7783333333333333,0.945,0.6891666666666667,0.9558333333333333,0.7891666666666667,0.6741666666666666,0.5650000000000001,0.9758333333333333,0.8383333333333333,0.7283333333333333,0.875,0.6925000000000001,0.8433333333333334,0.6758333333333334,0.7849999999999999,0.8625000000000002,0.6975,0.5675
SU3adj2nf2,1.0,1.0,0.9991666666666668,0.9758333333333333,0.9908333333333331,0.99,0.9433333333333334,0.99,0.8991666666666667,0.9108333333333333,0.8466666666666667,0.8783333333333333,0.8608333333333335,0.9425000000000001,0.8283333333333334,0.8016666666666667,0.8424999999999999,0.8525,0.775,0.8733333333333334,0.9183333333333333,0.9575000000000001,0.8758333333333332,0.9283333333333333,0.85,0.7783333333333333,0.0,0.8400000000000001,0.6475,0.8358333333333332,0.8841666666666665,0.8391666666666667,0.8474999999999999,0.7833333333333334,0.5691666666666666,0.5475000000000001,0.7674999999999998,0.7958333333333334,0.7483333333333333,0.8158333333333333,0.7725,0.7150000000000001,0.6125,0.6433333333333333
Sp2s1a2nf1,1.0,1.0,0.9991666666666668,0.9758333333333333,0.9908333333333331,0.9891666666666667,0.9458333333333332,0.9875000000000002,0.9541666666666666,0.9325000000000001,0.9549999999999998,0.9133333333333333,0.9283333333333333,0.9241666666666667,0.9241666666666667,0.9166666666666667,0.8841666666666667,0.8758333333333332,0.8816666666666666,0.8733333333333334,0.86,0.8549999999999999,0.6483333333333334,0.74,0.7283333333333333,0.945,0.8400000000000001,0.0,0.8666666666666666,0.6733333333333335,0.8583333333333332,0.7116666666666667,0.8683333333333334,0.7108333333333333,0.8308333333333332,0.8175000000000001,0.6766666666666666,0.5458333333333333,0.6166666666666666,0.8308333333333333,0.6016666666666667,0.5883333333333334,0.7291666666666666,0.6933333333333334
SU6adj1s1A1F8nf1,0.9941666666666666,0.9941666666666666,0.9958333333333333,0.9516666666666668,0.9008333333333335,0.8891666666666668,0.7825,0.8591666666666666,0.9083333333333334,0.905,0.76,0.7833333333333333,0.9458333333333334,0.8525,0.9266666666666665,0.7224999999999999,0.9291666666666666,0.7925000000000001,0.9033333333333333,0.8924999999999998,0.8616666666666667,0.8375,0.9,0.8400000000000001,0.8625,0.6891666666666667,0.6475,0.8666666666666666,0.0,0.8674999999999999,0.8391666666666667,0.8574999999999999,0.7108333333333334,0.8966666666666667,0.775,0.6100000000000001,0.8625,0.8316666666666667,0.8258333333333333,0.6116666666666666,0.8175000000000001,0.8833333333333334,0.7091666666666667,0.6791666666666668
Sp2s1a2nf0,1.0,1.0,0.9991666666666668,0.9783333333333333,0.9933333333333334,0.9908333333333333,0.9516666666666665,0.9875,0.95,0.8741666666666665,0.9216666666666666,0.9108333333333336,0.8825,0.9333333333333333,0.8491666666666667,0.9049999999999999,0.8116666666666668,0.9033333333333333,0.8550000000000001,0.8699999999999999,0.6675000000000001,0.905,0.5675000000000001,0.8241666666666667,0.5341666666666667,0.9558333333333333,0.8358333333333332,0.6733333333333335,0.8674999999999999,0.0,0.89,0.7608333333333333,0.8799999999999999,0.6733333333333332,0.8074999999999999,0.8133333333333332,0.7283333333333333,0.7108333333333333,0.6466666666666666,0.8483333333333334,0.5733333333333335,0.6458333333333333,0.6791666666666666,0.7683333333333333
Sp2adj1a2nf4,0.9791666666666666,0.8466666666666667,0.9516666666666668,0.7758333333333334,0.8099999999999999,0.7475,0.7675,0.7166666666666667,0.915,0.8549999999999999,0.8791666666666667,0.8949999999999999,0.9233333333333335,0.7408333333333333,0.9100000000000001,0.8016666666666665,0.9008333333333333,0.8608333333333332,0.9083333333333334,0.5766666666666668,0.7883333333333333,0.7841666666666667,0.8858333333333335,0.7625,0.8549999999999999,0.7891666666666667,0.8841666666666665,0.8583333333333332,0.8391666666666667,0.89,0.0,0.7533333333333333,0.6933333333333334,0.9100000000000001,0.8608333333333332,0.8675,0.8358333333333334,0.7641666666666667,0.8841666666666667,0.7433333333333334,0.8616666666666666,0.8233333333333333,0.9016666666666667,0.7166666666666667
SU3adj1nf3,1.0,1.0,0.9991666666666668,0.9691666666666666,0.9899999999999999,0.9916666666666666,0.9266666666666667,0.7825,0.9800000000000001,0.86,0.975,0.9550000000000001,0.9625,0.845,0.9574999999999999,0.8991666666666667,0.945,0.8625,0.97,0.8683333333333332,0.6483333333333334,0.6483333333333334,0.8366666666666667,0.5933333333333333,0.8316666666666668,0.6741666666666666,0.8391666666666667,0.7116666666666667,0.8574999999999999,0.7608333333333333,0.7533333333333333,0.0,0.6900000000000002,0.8333333333333333,0.8716666666666667,0.8133333333333332,0.7716666666666667,0.5841666666666667,0.7941666666666667,0.7783333333333333,0.6224999999999999,0.6174999999999999,0.7625,0.605
SU3adj1nf4,1.0,0.9966666666666667,0.9974999999999999,0.9574999999999999,0.9466666666666667,0.9833333333333334,0.7541666666666667,0.6016666666666668,0.9741666666666665,0.835,0.9458333333333332,0.96,0.9741666666666665,0.6683333333333332,0.9683333333333334,0.7691666666666667,0.9666666666666666,0.8525,0.9574999999999999,0.8641666666666665,0.7749999999999998,0.5783333333333334,0.875,0.6875,0.8183333333333334,0.5650000000000001,0.8474999999999999,0.8683333333333334,0.7108333333333334,0.8799999999999999,0.6933333333333334,0.6900000000000002,0.0,0.9266666666666667,0.9016666666666666,0.8241666666666667,0.7666666666666667,0.7283333333333333,0.8558333333333333,0.7241666666666666,0.8208333333333334,0.6525000000000001,0.8800000000000001,0.5574999999999999
SU4adj2a1A1nf0,1.0,1.0,0.9991666666666668,0.9783333333333333,0.9908333333333331,0.99,0.9666666666666666,0.99,0.8408333333333333,0.8983333333333334,0.8799999999999999,0.9100000000000001,0.73,0.9483333333333333,0.6725,0.9133333333333333,0.5983333333333334,0.9099999999999999,0.6733333333333333,0.875,0.8174999999999999,0.9458333333333334,0.6091666666666666,0.8733333333333333,0.665,0.9758333333333333,0.7833333333333334,0.7108333333333333,0.8966666666666667,0.6733333333333332,0.9100000000000001,0.8333333333333333,0.9266666666666667,0.0,0.6950000000000001,0.8308333333333332,0.5566666666666668,0.8541666666666666,0.6283333333333334,0.8775000000000001,0.6708333333333333,0.6416666666666667,0.625,0.7266666666666666
Sp2s2a1nf1,1.0,1.0,0.9983333333333334,0.9783333333333333,0.9908333333333333,0.9875,0.9583333333333333,0.9891666666666667,0.5933333333333334,0.9108333333333334,0.7966666666666666,0.8375,0.7858333333333334,0.9508333333333333,0.6024999999999999,0.9075000000000001,0.7491666666666665,0.8550000000000001,0.65,0.8733333333333334,0.9283333333333333,0.9275,0.8175000000000001,0.9083333333333332,0.8566666666666667,0.8383333333333333,0.5691666666666666,0.8308333333333332,0.775,0.8074999999999999,0.8608333333333332,0.8716666666666667,0.9016666666666666,0.6950000000000001,0.0,0.6166666666666666,0.6375000000000001,0.8333333333333334,0.6983333333333333,0.8275,0.8008333333333333,0.7883333333333333,0.5483333333333333,0.7358333333333335
Sp2adj2nf2,1.0,0.9991666666666668,0.9941666666666666,0.9724999999999999,0.9883333333333333,0.9891666666666665,0.9133333333333334,0.9825000000000002,0.8158333333333333,0.9041666666666668,0.7541666666666667,0.7383333333333333,0.8308333333333333,0.9191666666666667,0.8458333333333334,0.6183333333333334,0.8375,0.8491666666666667,0.8175000000000001,0.8708333333333332,0.8674999999999999,0.8691666666666666,0.8574999999999999,0.8425,0.8233333333333335,0.7283333333333333,0.5475000000000001,0.8175000000000001,0.6100000000000001,0.8133333333333332,0.8675,0.8133333333333332,0.8241666666666667,0.8308333333333332,0.6166666666666666,0.0,0.8166666666666667,0.7916666666666667,0.7633333333333334,0.6641666666666666,0.7783333333333333,0.8158333333333333,0.6383333333333333,0.6125
