Charge,x1,x2,x3,x4,bias
a,0.234951913356781,0.15447357296943665,0.2526419162750244,-0.19564399123191833,2.3742563724517822
c,0.26614367961883545,0.17263352870941162,0.28215596079826355,-0.22036945819854736,2.4423117637634277
