Theories,SU9s2A2F16nf0,SU10s2A2F16nf1,SU2nf4,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1,SU4a3A3nf1,SU6s1a1A2F8nf1,SU4s1S1a2A2nf1,SU3nf6,SU5s1S1a2A2nf1,SO5nf5,SU2adj1nf3,SU7s1S2a1f8nf0,SU5a3A3nf0,Sp2adj1nf1,SU2adj2nf1,SU2adj1nf2,SO5adj1nf2,Sp2s1a2nf0,Sp3a3nf1,SO12s2nf1,SU3adj2nf2,SU6adj1s1A1F8nf1,SU7a2A2nf1,Sp2adj2nf2,Sp2s1a2nf1,Sp4a3nf0,Sp2adj1a2nf4,SU8s1S2a1f8nf1,SU6s2S2nf1,Sp2s2nf1,SU5adj1a2A2nf1,Sp2s1a1nf2,SU5s1S1a1A1nf1,SU4adj2a1A1nf0,SU5adj1s1A1F8nf0,Sp2s2a1nf1,SU3adj1nf2,SU4adj1a2A2nf1,Sp4s1a1nf1,SU3adj1nf3,SU4adj2a1A1nf1
Sp2s2nf1,0.9983333333333334,0.9983333333333334,1.0,0.9824999999999999,0.9899999999999999,0.8466666666666667,0.975,0.9225,0.9608333333333332,0.8983333333333332,0.7575,0.8616666666666667,0.8791666666666668,0.6625,0.615,0.6100000000000001,0.6633333333333333,0.6141666666666667,0.5766666666666668,0.8241666666666667,0.8699999999999999,0.8300000000000001,0.9025000000000001,0.8975000000000002,0.845,0.645,0.5616666666666665,0.8808333333333334,0.8791666666666667,0.7125,0.0,0.5549999999999999,0.7424999999999999,0.6108333333333333,0.5966666666666667,0.9233333333333332,0.7166666666666667,0.7075000000000001,0.6158333333333332,0.63,0.6633333333333333,0.705
SU5adj1a2A2nf1,1.0,0.9983333333333334,0.9966666666666667,0.9791666666666666,0.9841666666666665,0.9283333333333333,0.8808333333333334,0.9366666666666665,0.8491666666666667,0.9008333333333333,0.8800000000000001,0.735,0.8225,0.675,0.8574999999999999,0.715,0.775,0.8358333333333334,0.8191666666666666,0.6441666666666668,0.8666666666666668,0.8074999999999999,0.8308333333333333,0.7600000000000001,0.8191666666666666,0.6416666666666667,0.5783333333333334,0.7416666666666666,0.8066666666666666,0.7958333333333333,0.5549999999999999,0.0,0.6383333333333334,0.6775,0.5624999999999999,0.7158333333333333,0.7608333333333334,0.6725000000000001,0.5599999999999999,0.58,0.5991666666666666,0.6208333333333333
Sp2s1a1nf2,1.0,1.0,0.9425000000000001,0.9883333333333333,0.9874999999999998,0.9008333333333335,0.9516666666666665,0.9566666666666667,0.6916666666666667,0.9008333333333333,0.8383333333333333,0.8941666666666667,0.8733333333333333,0.8158333333333333,0.7975,0.8466666666666667,0.6775,0.7983333333333333,0.7758333333333333,0.6900000000000001,0.875,0.8225,0.8183333333333334,0.6675,0.8216666666666667,0.5733333333333335,0.6516666666666666,0.5666666666666665,0.8574999999999999,0.7141666666666667,0.7424999999999999,0.6383333333333334,0.0,0.6533333333333334,0.6141666666666665,0.6591666666666667,0.7108333333333333,0.5583333333333333,0.5683333333333334,0.5916666666666667,0.5391666666666668,0.6674999999999999
SU5s1S1a1A1nf1,0.9958333333333333,0.9808333333333333,0.9825000000000002,0.975,0.9741666666666667,0.8808333333333334,0.9358333333333333,0.8966666666666667,0.8191666666666666,0.8583333333333334,0.7841666666666667,0.8683333333333334,0.8558333333333333,0.775,0.6866666666666668,0.7133333333333334,0.7266666666666667,0.6808333333333334,0.7158333333333334,0.7883333333333333,0.7849999999999999,0.7741666666666667,0.835,0.7883333333333333,0.7716666666666667,0.5558333333333334,0.6441666666666667,0.7525000000000002,0.82,0.6816666666666666,0.6108333333333333,0.6775,0.6533333333333334,0.0,0.6325000000000001,0.8008333333333333,0.7233333333333333,0.5916666666666666,0.5774999999999999,0.6091666666666666,0.6016666666666667,0.6425000000000001
SU4adj2a1A1nf0,0.9966666666666667,0.9883333333333333,0.9733333333333333,0.9891666666666665,0.99,0.9099999999999999,0.975,0.885,0.9516666666666665,0.8966666666666667,0.645,0.825,0.8424999999999999,0.8008333333333333,0.5933333333333333,0.6416666666666666,0.5883333333333333,0.5616666666666668,0.5658333333333333,0.7366666666666666,0.8233333333333333,0.7841666666666667,0.8891666666666668,0.8099999999999999,0.8333333333333334,0.6900000000000001,0.7241666666666666,0.8158333333333333,0.8816666666666668,0.6675,0.5966666666666667,0.5624999999999999,0.6141666666666665,0.6325000000000001,0.0,0.7741666666666667,0.7333333333333334,0.5824999999999999,0.6166666666666666,0.5933333333333333,0.6208333333333332,0.6266666666666667
SU5adj1s1A1F8nf0,0.9191666666666667,0.9099999999999999,0.8766666666666667,0.8516666666666668,0.7950000000000002,0.9041666666666666,0.735,0.8850000000000001,0.615,0.8308333333333333,0.945,0.6691666666666667,0.7358333333333335,0.795,0.9658333333333333,0.905,0.9275,0.9366666666666665,0.9350000000000002,0.6991666666666666,0.7125000000000001,0.6325000000000001,0.635,0.5533333333333333,0.6116666666666666,0.7883333333333333,0.6758333333333333,0.615,0.5608333333333333,0.8091666666666667,0.9233333333333332,0.7158333333333333,0.6591666666666667,0.8008333333333333,0.7741666666666667,0.0,0.5866666666666667,0.6666666666666666,0.6183333333333334,0.7741666666666667,0.5833333333333333,0.5616666666666666
Sp2s2a1nf1,1.0,1.0,0.9958333333333333,0.9783333333333333,0.975,0.9141666666666668,0.8966666666666667,0.7866666666666666,0.9525,0.8725000000000002,0.8525,0.5508333333333334,0.825,0.835,0.8108333333333334,0.5766666666666667,0.8066666666666669,0.7808333333333335,0.7750000000000001,0.6825,0.5691666666666666,0.5599999999999999,0.6199999999999999,0.6341666666666667,0.58,0.735,0.7716666666666667,0.7175,0.7158333333333333,0.6233333333333333,0.7166666666666667,0.7608333333333334,0.7108333333333333,0.7233333333333333,0.7333333333333334,0.5866666666666667,0.0,0.7525000000000001,0.7066666666666667,0.7258333333333333,0.6983333333333335,0.5650000000000001
SU3adj1nf2,1.0,1.0,0.9983333333333334,0.9891666666666665,0.9891666666666665,0.9341666666666667,0.9641666666666666,0.9366666666666668,0.9741666666666667,0.9008333333333333,0.6975,0.8308333333333333,0.9233333333333335,0.7433333333333334,0.6858333333333333,0.725,0.6275000000000001,0.5866666666666667,0.5850000000000001,0.6675,0.7575000000000001,0.8333333333333333,0.8391666666666666,0.6150000000000001,0.8008333333333333,0.6008333333333333,0.6133333333333335,0.8025,0.885,0.6433333333333333,0.7075000000000001,0.6725000000000001,0.5583333333333333,0.5916666666666666,0.5824999999999999,0.6666666666666666,0.7525000000000001,0.0,0.5991666666666667,0.5750000000000001,0.5866666666666667,0.6083333333333333
SU4adj1a2A2nf1,1.0,0.9991666666666668,0.9566666666666667,0.9516666666666665,0.9841666666666666,0.8366666666666666,0.9366666666666668,0.9416666666666667,0.5533333333333332,0.9025000000000001,0.7933333333333333,0.8724999999999999,0.8574999999999999,0.6875,0.7741666666666667,0.785,0.7283333333333334,0.7374999999999999,0.7233333333333333,0.6333333333333334,0.8683333333333332,0.8575000000000002,0.8341666666666667,0.725,0.8133333333333332,0.5608333333333333,0.6825,0.6233333333333333,0.8,0.7216666666666667,0.6158333333333332,0.5599999999999999,0.5683333333333334,0.5774999999999999,0.6166666666666666,0.6183333333333334,0.7066666666666667,0.5991666666666667,0.0,0.6016666666666667,0.5775,0.62
Sp4s1a1nf1,1.0,0.9949999999999999,1.0,0.9891666666666665,0.9841666666666666,0.8716666666666667,0.9425000000000001,0.9208333333333334,0.915,0.8949999999999999,0.705,0.8233333333333335,0.8908333333333334,0.7899999999999998,0.7266666666666667,0.7383333333333334,0.6116666666666667,0.6225,0.6383333333333333,0.5733333333333335,0.8041666666666668,0.7475,0.795,0.6616666666666666,0.7983333333333333,0.6074999999999999,0.5858333333333333,0.7033333333333334,0.8150000000000001,0.6325000000000001,0.63,0.58,0.5916666666666667,0.6091666666666666,0.5933333333333333,0.7741666666666667,0.7258333333333333,0.5750000000000001,0.6016666666666667,0.0,0.6016666666666668,0.6383333333333333
SU3adj1nf3,0.9958333333333333,0.9974999999999999,0.9350000000000002,0.9883333333333331,0.9875,0.8683333333333334,0.9491666666666667,0.9433333333333331,0.6475,0.8991666666666667,0.8525,0.8174999999999999,0.8183333333333334,0.7716666666666667,0.7916666666666667,0.8141666666666666,0.6966666666666667,0.715,0.6991666666666667,0.5408333333333333,0.8733333333333333,0.7958333333333333,0.8166666666666667,0.5808333333333334,0.7966666666666666,0.5691666666666667,0.6216666666666667,0.5725,0.7649999999999999,0.7383333333333334,0.6633333333333333,0.5991666666666666,0.5391666666666668,0.6016666666666667,0.6208333333333332,0.5833333333333333,0.6983333333333335,0.5866666666666667,0.5775,0.6016666666666668,0.0,0.6575
SU4adj2a1A1nf1,1.0,0.9966666666666667,0.9916666666666666,0.9874999999999998,0.9291666666666666,0.8491666666666667,0.8916666666666666,0.7441666666666666,0.8825,0.7766666666666666,0.7575000000000001,0.5824999999999999,0.8133333333333332,0.7733333333333333,0.7408333333333333,0.6233333333333333,0.7308333333333333,0.695,0.675,0.7008333333333333,0.62,0.6100000000000001,0.6458333333333334,0.5741666666666666,0.6283333333333333,0.6925,0.7266666666666667,0.6216666666666667,0.6941666666666666,0.5758333333333333,0.705,0.6208333333333333,0.6674999999999999,0.6425000000000001,0.6266666666666667,0.5616666666666666,0.5650000000000001,0.6083333333333333,0.62,0.6383333333333333,0.6575,0.0
