Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,Sp2s1a2nf0,Sp2adj1nf1,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,Sp2s1a1nf2,Sp2s1a2nf1,SU5adj1a2A2nf1,Sp3a3nf1,SU4a3A3nf1,Sp2s2nf1,Sp2adj2nf2,SU3adj1nf3,SU4adj2a1A1nf0,Sp4a3nf0,SO12s2nf1,SU2adj1nf3,SU3adj2nf2,SU5a3A3nf0,SU7s1S2a1f8nf0,SU4adj1a2A2nf1,SU4s1S1a2A2nf1,SO5nf5,SU2adj2nf1,Sp4s1a1nf1,SU5s1S1a2A2nf1
SU2nf4,0.0,0.014930394055974095,0.00745355992499931,0.017950549357115004,0.005000000000000016,0.0055901699437494795,0.02534484387624261,0.002499999999999991,0.0038188130791298527,0.030833333333333345,0.09191254901626149,0.08384840818736844,0.07433034373659254,0.0,0.0,0.0033333333333333214,0.0,0.0,0.024565671621639473,0.012909944487358055,0.0055901699437494795,0.019166666666666665,0.016749792701868157,0.005527707983925673,0.0,0.0,0.0,0.017795130420052183,0.0219848432637882,0.024094720491334928,0.014648663192705783,0.0075000000000000205,0.0,0.0076376261582597575,0.018708286933869712,0.05439694640122529,0.036855573979159964,0.0076829537144107425,0.0,0.0,0.0,0.02800049602735239
SU2adj1nf2,0.014930394055974095,0.0,0.009464847243000476,0.04289036410819257,0.04986788100125727,0.0065085413965889054,0.022988523706889544,0.005833333333333356,0.05161287522400676,0.0075000000000000075,0.02512468905280222,0.0793244042594151,0.019021187017522187,0.0,0.04390646624106497,0.0915946686949264,0.058476015976162775,0.0668539037337719,0.03511884584284246,0.062143427291673874,0.024944382578492925,0.0763808076533482,0.04134038918270821,0.14312970031098057,0.07781745019952503,0.015115297622680886,0.10008329864001618,0.033385376040016866,0.09917717031207891,0.06103277807866851,0.12244329753445515,0.01726026264767331,0.014553540997144147,0.02843120351538664,0.043628800375694755,0.021874007914011135,0.0898455464796237,0.01715938356831166,0.05075129992861704,0.11891873976235481,0.0581186525805423,0.02022443516585266
SU6s1a1A2F8nf1,0.00745355992499931,0.009464847243000476,0.0,0.01626601774661927,0.0235849528301415,0.02588704094501511,0.025833333333333337,0.05578355990393188,0.04153311931459038,0.013333333333333329,0.04004337925577987,0.05006246098625197,0.050525021304080396,0.005335936864527384,0.009128709291752777,0.0413319892254575,0.012247448713915891,0.0044876373392787605,0.0325,0.08257992761224996,0.07783529619223745,0.025495097567963903,0.014553540997144144,0.07246167569442792,0.018427786989579985,0.012801909579781017,0.02266911751455908,0.031191612120354817,0.03037954355593031,0.016244657241348267,0.047022453265552946,0.031446603773522014,0.020682789409984755,0.04506168611531925,0.034771076741708415,0.042360883423796104,0.04317277948996205,0.017260262647673323,0.011055415967851345,0.013462912017836264,0.02456567162163945,0.016329931618554526
SU6adj1s1A1F8nf1,0.017950549357115004,0.04289036410819257,0.01626601774661927,0.0,0.0361420807370024,0.03785938897200183,0.0565439848456246,0.04808123912250551,0.07120490775844661,0.03477107674170845,0.03944933459514874,0.03396280645385805,0.061553951042064625,0.021810420547170674,0.03524714330426098,0.023570226039551587,0.0314024061356946,0.031001792062897132,0.043108390521258526,0.042039994185431445,0.05206833117271103,0.021015867021530805,0.04056031174545987,0.03375771516754849,0.020682789409984758,0.03496029493900506,0.03416666666666667,0.013667682889047258,0.017078251276599326,0.036902649709140874,0.03485087277721081,0.034999999999999996,0.06112373606964084,0.03913118960624631,0.02068278940998474,0.14569040615100376,0.03602661053536214,0.07959969290839702,0.03439961240091715,0.03940530139178963,0.039651257511234404,0.024720661623652232
SU3adj1nf2,0.005000000000000016,0.04986788100125727,0.0235849528301415,0.0361420807370024,0.0,0.0065085413965889054,0.022189211592823922,0.0075000000000000205,0.09802210635021741,0.0,0.04841946348777985,0.18234772947433273,0.1604680653588121,0.0,0.05727613425813192,0.0888819441731559,0.07127801593447698,0.050833333333333335,0.04844813951249543,0.0746287105907937,0.05737909995034003,0.04265494630689909,0.04631564410530085,0.06021373966500042,0.08869814604100307,0.04865553525665,0.0389889585509653,0.03660031875999624,0.04642796092394705,0.05909620217163801,0.05193478816960962,0.05196820609222954,0.09045026257562772,0.0429793231940921,0.09081421817216852,0.013844373104863457,0.06285454991044359,0.01907587190376598,0.07139969654463994,0.04518480570575321,0.04133198922545747,0.011456439237389584
SU5s1a1A2F8nf0,0.0055901699437494795,0.0065085413965889054,0.02588704094501511,0.03785938897200183,0.0065085413965889054,0.0,0.013149778198382915,0.01445779297741455,0.009279607271383382,0.004166666666666652,0.047791503196465565,0.07151145984308312,0.033706247360261135,0.0,0.0065085413965889054,0.007637626158259755,0.007637626158259754,0.0065085413965889054,0.013944333775567929,0.00768295371441076,0.00849836585598798,0.006666666666666693,0.0065085413965889054,0.017179606773406922,0.007637626158259755,0.011902380714238086,0.017260262647673316,0.01999999999999999,0.007637626158259754,0.0065085413965889054,0.0065085413965889054,0.028247418761130492,0.007264831572567815,0.016770509831248417,0.017400510848184267,0.03997394985070487,0.04010403138505321,0.012247448713915891,0.0069221865524317526,0.007637626158259755,0.0065085413965889054,0.021746647251166477
SU3nf6,0.02534484387624261,0.022988523706889544,0.025833333333333337,0.0565439848456246,0.022189211592823922,0.013149778198382915,0.0,0.007264831572567807,0.015478479684172262,0.023935677693908485,0.06604396683691523,0.039965262694272675,0.08911602923529902,0.02449489742783181,0.006922186552431749,0.05372253820428732,0.010540925533894603,0.009464847243000452,0.18420437019788644,0.07494905677265801,0.03909568035246634,0.17082317042941086,0.19527224585178507,0.1471700641359437,0.02370243775554647,0.016158932858054444,0.030287969742310416,0.03334374837290426,0.11738173717500613,0.03723051317281445,0.06577001174125212,0.05403188359149109,0.005335936864527384,0.04031990134467647,0.032914029430219156,0.04597704741377909,0.053255151028901535,0.011814539065631497,0.01224744871391589,0.03275540667838925,0.0916515138991168,0.01545603082582616
SU5s1a1A2F8nf1,0.002499999999999991,0.005833333333333356,0.05578355990393188,0.04808123912250551,0.0075000000000000205,0.01445779297741455,0.007264831572567807,0.0,0.014337208778404371,0.005335936864527384,0.06346477588219925,0.029592134840941184,0.13990075847622208,0.0,0.005833333333333356,0.035197853469904755,0.007264831572567807,0.006454972243679048,0.01726026264767332,0.0738100038386848,0.015365907428821485,0.00671854812358215,0.0075000000000000205,0.010172129679778092,0.0075000000000000205,0.00897527467855751,0.0062360956446232615,0.02699022456783606,0.011334558757279537,0.007264831572567806,0.005833333333333356,0.025873624493766706,0.0058333333333333475,0.005833333333333356,0.009895285072531578,0.04065436972550156,0.014166666666666685,0.011456439237389602,0.0058333333333333475,0.006454972243679048,0.011456439237389605,0.011334558757279541
SU6s2S2nf1,0.0038188130791298527,0.05161287522400676,0.04153311931459038,0.07120490775844661,0.09802210635021741,0.009279607271383382,0.015478479684172262,0.014337208778404371,0.0,0.008975274678557521,0.09840745793778935,0.0932626220233308,0.12955318513173567,0.0,0.08940000621426773,0.041172064423452094,0.06444204976393735,0.10821788720498618,0.07626707459098368,0.05754828890206517,0.07779960011322536,0.09068029922020916,0.039440531887330786,0.08670271686118672,0.05244706325853188,0.03590109871423003,0.08581715057803618,0.05515130702591433,0.10620995977569879,0.037721567659187556,0.105161912201033,0.05937171043518958,0.04669641908707299,0.07131697631778224,0.024094720491334945,0.06767980168082317,0.1427020984039439,0.05715476066494083,0.06335525936249403,0.05083333333333334,0.06185219838004501,0.024494897427831768
SU10s2A2F16nf1,0.030833333333333345,0.0075000000000000075,0.013333333333333329,0.03477107674170845,0.0,0.004166666666666652,0.023935677693908485,0.005335936864527384,0.008975274678557521,0.0,0.08126175128695061,0.03655285366576884,0.029999999999999995,0.01987810073646095,0.0,0.011814539065631518,0.002499999999999991,0.0,0.012936812246883369,0.004082482904638616,0.0,0.0,0.0033333333333333214,0.005000000000000016,0.0,0.015023130314433284,0.005000000000000016,0.017098570440569314,0.0038188130791298527,0.010671873729054758,0.015920810978785664,0.02291287847477919,0.0,0.0,0.01674979270186816,0.06970174555442162,0.002499999999999991,0.005335936864527385,0.0,0.004166666666666652,0.010671873729054752,0.01643590243609669
SU8s1S2a1f8nf1,0.09191254901626149,0.02512468905280222,0.04004337925577987,0.03944933459514874,0.04841946348777985,0.047791503196465565,0.06604396683691523,0.06346477588219925,0.09840745793778935,0.08126175128695061,0.0,0.06260546656997651,0.05137687547266118,0.08658650138573692,0.03891764809611873,0.07582875444051548,0.029391986814247324,0.02905932629027115,0.04932882862316246,0.08788012668781643,0.09063433859930424,0.035247143304261,0.0291070819942883,0.05372253820428734,0.028000496027352408,0.024224069756247718,0.04137397195768804,0.04317277948996206,0.032446537223219635,0.02101586702153082,0.03982601048449507,0.06730940168769556,0.043269183285823895,0.04400915308836964,0.028867513459481298,0.052201532544552745,0.055901699437494755,0.1253993620398445,0.03258535799336191,0.023288647687470205,0.04129837231121289,0.10648747970223231
Sp2adj1a2nf4,0.08384840818736844,0.0793244042594151,0.05006246098625197,0.03396280645385805,0.18234772947433273,0.07151145984308312,0.039965262694272675,0.029592134840941184,0.0932626220233308,0.03655285366576884,0.06260546656997651,0.0,0.04044887033170532,0.0453765113002066,0.009718253158075507,0.06821636330252602,0.010540925533894603,0.00946484724300046,0.13703456579353337,0.04642796092394708,0.06876388748625414,0.07197607627229727,0.14052480998820893,0.07975657409336934,0.10660154261964921,0.07160850352980279,0.103282917808857,0.05143091374736491,0.0343693177121688,0.1690434690972841,0.13662855159559845,0.053909646632119564,0.08905756565278439,0.038917648096118716,0.12867109232457768,0.08406346808612329,0.07562700869692283,0.03179797338056485,0.017179606773406925,0.06282692274990255,0.10930334954713063,0.040147298234819676
SU5adj1s1A1F8nf0,0.07433034373659254,0.019021187017522187,0.050525021304080396,0.061553951042064625,0.1604680653588121,0.033706247360261135,0.08911602923529902,0.13990075847622208,0.12955318513173567,0.029999999999999995,0.05137687547266118,0.04044887033170532,0.0,0.02887953908527242,0.014529663145135579,0.04627814458971606,0.028819360776317634,0.01804700652308977,0.1254132059323189,0.038765677832043335,0.06413960468297952,0.11974799928739241,0.09205976319760985,0.09905455847943373,0.09541211779549925,0.03189609868167441,0.03201562118716425,0.05166666666666667,0.08341662504161466,0.07659870175865326,0.1304612543588666,0.15631387583249856,0.09761389359216352,0.060604592785255686,0.06894039293315478,0.05110582702153987,0.06788470618138764,0.05649483752226098,0.034399612400917164,0.05085382100797453,0.08320406640703726,0.022376202636829236
