Charge,x1,x2,x3,x4,x5,x6,x7,bias
a,0.1455346941947937,0.3866380751132965,0.2704147398471832,-0.15644238889217377,-0.07094456255435944,-0.32306957244873047,-0.35632407665252686,0.8105896711349487
c,-0.0983152762055397,-0.2244361788034439,0.13559012115001678,0.0287576075643301,-0.1402984857559204,-0.05468796193599701,-2.362892155360896e-05,1.94032883644104
