Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU3adj1nf3,SU5s1a1A2F8nf0,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,SU3adj1nf4,Sp2s1a2nf0,Sp2adj1nf1,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,Sp2s1a1nf2,Sp2s1a2nf1,SU5adj1a2A2nf1,Sp3a3nf1,SU4a3A3nf1,Sp2s2nf1,Sp2adj2nf2,SU4adj2a1A1nf0,Sp4a3nf0,SO12s2nf1,SU2adj1nf3,SU3adj2nf2,SU5a3A3nf0,SU7s1S2a1f8nf0,Sp5a3nf1,SU4adj1a2A2nf1,SU4s1S1a2A2nf1,SO5nf5,SU2adj2nf1,Sp4s1a1nf1,SU5s1S1a2A2nf1
SU2nf4,0.0,0.0,0.0,0.014813657362192645,0.0,0.0,0.002499999999999991,0.017559422921421246,0.006666666666666682,0.0,0.0,0.03231786571610886,0.0580289678618456,0.01003466214899359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023935677693908454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU2adj1nf2,0.0,0.0,0.016007810593582132,0.028382310609877358,0.046315644105300854,0.062025980219761336,0.008498365855987986,0.017559422921421246,0.006236095644623253,0.01818118685772619,0.0,0.075,0.0193649167310371,0.031280540631872446,0.0,0.057379099950340025,0.021746647251166484,0.021424933553637407,0.026140645235596848,0.04537651130020661,0.015567951410224504,0.042728145810980896,0.01674979270186816,0.06583333333333334,0.019166666666666676,0.03675179511866658,0.007637626158259754,0.011211353372561413,0.021147629234082525,0.027436796055257208,0.09812124019690018,0.062477773825755215,0.009166666666666682,0.020429417786885434,0.05096294950473551,0.005527707983925673,0.03746294465498169,0.01916666666666667,0.1219744964235466,0.009279607271383383,0.03122498999199198,0.018652524404666172,0.029592134840941173,0.020899893673307416
SU6s1a1A2F8nf1,0.0,0.016007810593582132,0.0,0.030833333333333345,0.016266017746619284,0.01511529762268089,0.03316624790355399,0.015723301886760993,0.033176715395657294,0.01717960677340693,0.008539125638299679,0.047842333648024434,0.06403666484479374,0.08364940060886403,0.0,0.016244657241348274,0.013969212178533507,0.03617089069035118,0.011211353372561433,0.019649710204252675,0.017795130420052197,0.02450906861642125,0.011785113019775797,0.012388390622765415,0.020344259359556173,0.04190763653560053,0.01870828693386971,0.01017212967977807,0.01538848776051617,0.020497289793748062,0.019436506316151004,0.017098570440569328,0.01280190957978102,0.02533114025595109,0.015478479684172266,0.021098314835286926,0.03128054063187243,0.019094065395649312,0.022988523706889523,0.012388390622765397,0.013333333333333324,0.009718253158075509,0.021666666666666657,0.013969212178533507
SU6adj1s1A1F8nf1,0.014813657362192645,0.028382310609877358,0.030833333333333345,0.0,0.0376755151848577,0.03254270698294439,0.03338537604001688,0.03015008752520925,0.03800584750330461,0.06336073968423453,0.013944333775567922,0.06561673228343179,0.03560001560548971,0.06930207628763929,0.0,0.03027650354097491,0.07923681103011543,0.07006445445286631,0.0213437474581095,0.03265986323710902,0.052367557811216575,0.09061901321221477,0.028577380332470412,0.031135902820449007,0.035394600969325514,0.0486198404860494,0.03636237371545238,0.015478479684172269,0.06241104781117593,0.11559327642884579,0.039166666666666676,0.08283601605313691,0.030731814857642956,0.059913131560062304,0.12660360272212723,0.035746017649212015,0.12795398478446157,0.03934357211370958,0.03926406329796582,0.11992184955211455,0.049469406932186114,0.05112620550059324,0.04183300132670377,0.14027750275000544
SU3adj1nf2,0.0,0.046315644105300854,0.016266017746619284,0.0376755151848577,0.0,0.07490735018081411,0.008333333333333349,0.017559422921421246,0.008539125638299679,0.04510019709244935,0.0,0.05457538110010979,0.03162277660168381,0.11066716867356018,0.0,0.05338539126015657,0.07639444424243895,0.0281365716935569,0.04437842318564781,0.09716823898098938,0.02915475947422652,0.061711695271912066,0.03492054473292827,0.08804985961248193,0.031677629681247016,0.05715476066494083,0.013844373104863472,0.008374896350934084,0.029154759474226508,0.03037954355593029,0.11075498483890765,0.09567015092377444,0.03962497809322914,0.037277115410575073,0.04310839052125856,0.018708286933869698,0.02539958442354695,0.11620145342368905,0.0813471641245785,0.011666666666666665,0.06679674809117249,0.020086617988656578,0.0685970520908556,0.021081851067789207
SU3adj1nf3,0.0,0.062025980219761336,0.01511529762268089,0.03254270698294439,0.07490735018081411,0.0,0.013540064007726598,0.017559422921421246,0.008539125638299679,0.01356568383008309,0.0,0.07172962351001773,0.06942221866552843,0.10000347216194269,0.0,0.04179978734661485,0.05567764362830024,0.10799948559548277,0.026299556396765806,0.03253203549323856,0.03321855237999125,0.05099700426931413,0.009464847243000465,0.06420453428086073,0.030150087525209236,0.10001735960433178,0.02477678124553085,0.011055415967851317,0.03135814620371128,0.0441037287413308,0.025013885033006066,0.09818137976894263,0.00931694990624912,0.05618051263561058,0.04488411003165077,0.02179449471770337,0.03940530139178964,0.1144916299706373,0.076630426217151,0.043373378932243675,0.11286668635558009,0.023804761428476137,0.07993486932079974,0.028431203515386635
SU5s1a1A2F8nf0,0.002499999999999991,0.008498365855987986,0.03316624790355399,0.03338537604001688,0.008333333333333349,0.013540064007726598,0.0,0.017559422921421246,0.02212653007891956,0.006666666666666682,0.0033333333333333214,0.05294126724756199,0.052678268764263715,0.04479118216792231,0.0,0.0065085413965888924,0.025289984842489167,0.018047006523089756,0.002499999999999991,0.002499999999999991,0.0058333333333333475,0.007861650943380519,0.005335936864527384,0.008498365855987995,0.005335936864527384,0.023584952830141493,0.012360330811826106,0.011211353372561413,0.005527707983925673,0.013333333333333336,0.007637626158259736,0.006922186552431741,0.004082482904638616,0.009166666666666684,0.0055901699437494795,0.027888667551135858,0.02539958442354696,0.020564937798755102,0.02334820954353651,0.011666666666666676,0.006922186552431733,0.002499999999999991,0.008164965809277279,0.006922186552431733
SU3nf6,0.017559422921421246,0.017559422921421246,0.015723301886760993,0.03015008752520925,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.0,0.017559422921421246,0.017559422921421246,0.017969882210706535,0.03396280645385805,0.065431261641512,0.021554195260629287,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017969882210706535,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.021746647251166498,0.02211083193570267,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017969882210706535,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.017559422921421246,0.01900292375165231,0.017559422921421246,0.017559422921421246,0.017559422921421246
SU5s1a1A2F8nf1,0.006666666666666682,0.006236095644623253,0.033176715395657294,0.03800584750330461,0.008539125638299679,0.008539125638299679,0.02212653007891956,0.017559422921421246,0.0,0.010833333333333342,0.0,0.041028445416970566,0.0566421515598881,0.0683180877301986,0.0,0.010000000000000009,0.010573814617041275,0.0066666666666666905,0.0065085413965888924,0.008498365855987986,0.010833333333333342,0.011055415967851335,0.006922186552431742,0.015275252316519477,0.00745355992499931,0.01455354099714416,0.009279607271383382,0.00527046276694728,0.011055415967851343,0.015898986690282436,0.007264831572567807,0.00849836585598799,0.012388390622765425,0.014337208778404395,0.014813657362192645,0.01040832999733067,0.020682789409984758,0.008539125638299679,0.008539125638299679,0.015723301886761017,0.008333333333333349,0.010833333333333334,0.01057381461704126,0.013667682889047275
SU6s2S2nf1,0.0,0.01818118685772619,0.01717960677340693,0.06336073968423453,0.04510019709244935,0.01356568383008309,0.006666666666666682,0.017559422921421246,0.010833333333333342,0.0,0.005000000000000016,0.08778129388175795,0.02576604138956718,0.033426951866885955,0.0,0.02981423969999721,0.042663085787234024,0.01872683754520352,0.005335936864527384,0.1384462390645232,0.08959786703810409,0.05362550181065389,0.010408329997330667,0.021408720964441876,0.010833333333333339,0.00931694990624912,0.008333333333333349,0.008539125638299666,0.12824672402140425,0.04475240527365851,0.08451249085851814,0.03597838857487151,0.0606045927852557,0.027751376342244508,0.08806957476904269,0.017260262647673323,0.054237133650909944,0.0075000000000000075,0.0439696865275764,0.06831808773019858,0.02512468905280222,0.08836870361037204,0.05785518319236594,0.027386127875258306
SU10s2A2F16nf1,0.0,0.0,0.008539125638299679,0.013944333775567922,0.0,0.0,0.0033333333333333214,0.017969882210706535,0.0,0.005000000000000016,0.0,0.10782251362514436,0.026562295750848713,0.027131367660166182,0.015456030825826169,0.0,0.0075000000000000075,0.005000000000000016,0.0,0.0,0.002499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.007637626158259741,0.0,0.0,0.0,0.0,0.0,0.0033333333333333214,0.0,0.0033333333333333214,0.030287969742310416,0.0,0.0,0.006666666666666687,0.0,0.002499999999999991,0.0,0.0
SU8s1S2a1f8nf1,0.03231786571610886,0.075,0.047842333648024434,0.06561673228343179,0.05457538110010979,0.07172962351001773,0.05294126724756199,0.03396280645385805,0.041028445416970566,0.08778129388175795,0.10782251362514436,0.0,0.06879922480183431,0.07169088738001038,0.021164041832000487,0.09874560468418046,0.08756346904452286,0.10668294146675936,0.06521332515504617,0.06902596129959605,0.06322358912796887,0.12280291346525765,0.08890147480341495,0.08417904199449594,0.0659545297913646,0.0670250782253263,0.04913134324327891,0.05374838498865701,0.06873863542433759,0.0738993309246512,0.05802896786184561,0.06950219820664348,0.10341394704992381,0.10808946911393974,0.09233092656309695,0.09234972778640024,0.04381146476031639,0.06697843765803373,0.05857687256929991,0.07566372975210779,0.10333333333333335,0.06564318531102659,0.05354774608805781,0.08781688650570318
Sp2adj1a2nf4,0.0580289678618456,0.0193649167310371,0.06403666484479374,0.03560001560548971,0.03162277660168381,0.06942221866552843,0.052678268764263715,0.065431261641512,0.0566421515598881,0.02576604138956718,0.026562295750848713,0.06879922480183431,0.0,0.04349329450233296,0.025887040945015125,0.0193649167310371,0.06449052471315284,0.06349212549600149,0.031180478223116186,0.03162277660168381,0.03162277660168381,0.019525624189766645,0.030607279453678273,0.052678268764263715,0.041197356981027604,0.026404965862924772,0.06708721520859577,0.06034622330077223,0.03193961316122801,0.04916666666666667,0.04898979485566357,0.05503155660366353,0.026990224567836087,0.020000000000000018,0.02959213484094117,0.04670385423067351,0.03083333333333333,0.09944638421447677,0.03891764809611874,0.029825883613622147,0.059283921372774696,0.03460089915337782,0.0207665596572952,0.03400367627183861
SU5adj1s1A1F8nf0,0.01003466214899359,0.031280540631872446,0.08364940060886403,0.06930207628763929,0.11066716867356018,0.10000347216194269,0.04479118216792231,0.021554195260629287,0.0683180877301986,0.033426951866885955,0.027131367660166182,0.07169088738001038,0.04349329450233296,0.0,0.02838231060987734,0.035443617196894574,0.09818137976894262,0.03074311124282785,0.019166666666666683,0.026614532371118868,0.03206980234148977,0.1501850710142508,0.03465103814381966,0.12604011707036417,0.04269562819149833,0.07977398629182879,0.0965228815704684,0.010671873729054746,0.037537018765184026,0.09106240229156658,0.03641008712492244,0.08260094833999584,0.022189211592823922,0.15109783438406904,0.0824789535443908,0.046067583203617514,0.053883877201090696,0.07253351715662983,0.09846389637267504,0.11365151414154881,0.0412394767721954,0.03145764348029479,0.08100497241253499,0.060259853965969765
SU9s2A2F16nf0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017559422921421246,0.0,0.0,0.015456030825826169,0.021164041832000487,0.025887040945015125,0.02838231060987734,0.0,0.0,0.0075000000000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000000000000016,0.00916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025617376914899008,0.0,0.0,0.006666666666666687,0.043628800375694735,0.0,0.0,0.0
SO5adj1nf2,0.0,0.057379099950340025,0.016244657241348274,0.03027650354097491,0.05338539126015657,0.04179978734661485,0.0065085413965888924,0.017559422921421246,0.010000000000000009,0.02981423969999721,0.0,0.09874560468418046,0.0193649167310371,0.035443617196894574,0.0,0.0,0.04958858515603947,0.017795130420052176,0.01892969448600091,0.0599131315600623,0.020564937798755102,0.06747427493332386,0.006922186552431734,0.01755942292142124,0.009316949906249134,0.01699673171197596,0.007861650943380519,0.008539125638299666,0.027182510717166822,0.020749832663314552,0.07602996485304697,0.033706247360261135,0.012360330811826092,0.024152294576982383,0.031012990109880668,0.012247448713915896,0.03969501787938183,0.03656235161413384,0.07826681572955707,0.014457792977414544,0.021666666666666674,0.011931517552730272,0.14084072958881996,0.02147349787787521
SU7a2A2nf1,0.0,0.021746647251166484,0.013969212178533507,0.07923681103011543,0.07639444424243895,0.05567764362830024,0.025289984842489167,0.017559422921421246,0.010573814617041275,0.042663085787234024,0.0075000000000000075,0.08756346904452286,0.06449052471315284,0.09818137976894262,0.0075000000000000075,0.04958858515603947,0.0,0.06780793955479451,0.01699673171197596,0.033551370231995635,0.024166666666666677,0.08283182426526119,0.05530220007679018,0.03431876713662333,0.015000000000000006,0.06992555565266059,0.008975274678557493,0.015456030825826169,0.04167499916683329,0.07149689192933882,0.02370243775554648,0.0318525247560273,0.0418661889569349,0.05302646089977678,0.04969350505291859,0.033911649915626334,0.03805150018943626,0.11463710859345096,0.03068658773253662,0.028247418761130478,0.046844897741850654,0.017260262647673327,0.0378226857263674,0.033166247903554
