Charge,x1,x2,x3,x4,x5,x6,x7,x8,bias
a,0.04892543703317642,0.22877998650074005,-0.10133637487888336,0.3336804211139679,-0.18082492053508759,0.18560215830802917,-0.2217223346233368,0.0008818476926535368,1.2877894639968872
c,-0.32333803176879883,0.18443703651428223,0.03481096029281616,0.2488301545381546,-0.08805397897958755,0.19843052327632904,-0.11245056986808777,-0.07671564072370529,1.4543342590332031
