Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,bias
a,0.23138871788978577,-0.13090813159942627,0.06536155194044113,0.2587391138076782,0.18083815276622772,0.21178549528121948,0.1306731253862381,-0.1820719689130783,-0.059094566851854324,0.22205835580825806,1.170162558555603
c,0.17549417912960052,0.15229810774326324,-0.15894164144992828,0.27181199193000793,-0.0666852667927742,-0.31895071268081665,-0.031167909502983093,0.11945275217294693,0.1844695806503296,-0.28617507219314575,1.5233423709869385
