Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,bias
a,-0.1258891075849533,0.18170104920864105,0.07661372423171997,-0.061113085597753525,-0.03288299962878227,-0.14102475345134735,0.174457386136055,-0.027388621121644974,-0.014728312380611897,-0.01691875420510769,2.3462512493133545
c,0.22495053708553314,0.1562839150428772,-0.02420925162732601,0.18393030762672424,-0.07653624564409256,0.1287279725074768,-0.08656040579080582,-0.09083539992570877,0.04673372581601143,0.050308920443058014,1.8669874668121338
