Features,1.0000,1.0250,1.0500,1.0750,1.1000,1.1250,1.1500,1.1750,1.2000,1.2250,1.2500,1.2750,1.3000,1.3250,1.3500,1.3750,1.4000,1.4250,1.4500,1.4750,1.5000,1.5250,1.5500,1.5750,1.6000,1.6250,1.6500,1.6750,1.7000,1.7250,1.7500,1.7750,1.8000,1.8250,1.8500,1.8750,1.9000,1.9250,1.9500,1.9750,2.0000,2.0250,2.0500,2.0750,2.1000,2.1250,2.1500,2.1750,2.2000,2.2250,2.2500,2.2750,2.3000,2.3250,2.3500,2.3750,2.4000,2.4250,2.4500,2.4750,2.5000,2.5250,2.5500,2.5750,2.6000,2.6250,2.6500,2.6750,2.7000,2.7250,2.7500,2.7750,2.8000,2.8250,2.8500,2.8750,2.9000,2.9250,2.9500,2.9750,3.0000,Minimal gap,Maximal gap,Mean gap,Stdev gap,Median gap,1st quartile gap,3rd quartile gap,Number of unique dimensions,Log of number of unique dimensions,Mean dimension,Stdev dimension,Minimal dimension,Maximal dimension,Median dimension,1st quartile dimension,3rd quartile dimension
Absolute average score,0.01500363756091364,0.015340589767982882,0.015230988062197161,0.015717102875632626,0.014638255019822428,0.016283525754847834,0.014123003869768112,0.014761234483411234,0.015610497925550706,0.015359643546323623,0.014753790812626962,0.01473491164224763,0.01458192184086769,0.015393083254175802,0.01466529996645066,0.014168419424564607,0.014377402201775582,0.0148373048512205,0.014672562119460875,0.015302754518005156,0.015012617493348738,0.014609462070849634,0.014656724107842292,0.015045214564569535,0.014513191496652941,0.015546425395915586,0.015073519921110522,0.014599582480807458,0.015555628244915316,0.014888349559999282,0.014819694863211724,0.014968140891963435,0.014421638461851304,0.014724335422919642,0.014793430785498312,0.014377701186364698,0.015590157540094468,0.015322564530276483,0.014391010266638572,0.014856187025866201,0.01502574721892034,0.014729553953774514,0.01456335024727929,0.014785001234662148,0.01461887720131105,0.013874987560895181,0.014333853798527871,0.014368649271707381,0.014054924129478393,0.015643895032905763,0.015285202211910678,0.01371191345876263,0.01443110478501166,0.014613811167017106,0.014917016449955202,0.014916988510277963,0.015426209737216272,0.015751478772970937,0.015294854859671286,0.014621649538317034,0.014634727290080439,0.015423029120410643,0.014948728284047495,0.014213397978774963,0.014120014264218269,0.014195601786336592,0.014286314948431907,0.015238003504853095,0.01444750213094296,0.015304055485513902,0.01487499775905763,0.014651227502092239,0.013952313651961664,0.01485770147654318,0.014023954889947367,0.014976944233621321,0.015896814665006052,0.015340034940069722,0.015745797284668493,0.014608102820573314,0.01554752255399381,0.014112888444815912,0.014941385376357263,0.015219930018628798,0.015177214938786722,0.014350528257989114,0.01468743221654046,0.015069010637460216,0.014997713808571138,0.015927343959769896,0.014904189914945633,0.01407619301349886,0.015300061854143296,0.014788671606971372,0.014931735432436389,0.015355225712541611,0.01506626972508046
