Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,bias
a,-0.20004095137119293,-0.1550161987543106,-0.13081566989421844,0.1777203381061554,-0.01209178939461708,0.141266331076622,-0.012062779627740383,-0.11913177371025085,-0.14256030321121216,0.08189301937818527,-0.1010555550456047,-0.03633085638284683,0.15144294500350952,-0.2121865600347519,1.3069134950637817
c,-0.2333419919013977,0.024406079202890396,0.16799302399158478,0.1976354569196701,0.12440422922372818,-0.06548651307821274,-0.19325552880764008,0.07584674656391144,-0.062225092202425,-0.13345064222812653,0.15981067717075348,0.083458311855793,-0.05583156645298004,-0.14597997069358826,1.0960216522216797
