Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,bias
a,0.04331005737185478,-0.04782875254750252,-0.09774893522262573,-0.10995183140039444,0.08969534933567047,-0.08202063292264938,0.13358724117279053,-0.0754120945930481,-0.18759578466415405,-0.12575718760490417,-0.07154962420463562,0.03340090811252594,0.1347639411687851,0.04975450038909912,2.4195733070373535
c,0.06863285601139069,0.19249559938907623,0.04725414142012596,0.09615636616945267,0.013852439820766449,0.04872925579547882,0.0023936096113175154,0.0299838837236166,0.07880344241857529,0.13783742487430573,-0.08974035084247589,-0.12364393472671509,-0.11150394380092621,-0.03671419247984886,2.5404109954833984
