Theories,SU2nf4,SU9s2A2F16nf0,Sp2s1a2nf0,SU10s2A2F16nf1,Sp2s1a2nf1,Sp2s2a1nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1,SU6s1a1A2F8nf1,SU5s1S1a2A2nf1,SU7a2A2nf1,SU4a3A3nf1,Sp2adj1nf1,SU2adj1nf2,SO5adj1nf2,SO5nf5,SU4s1S1a2A2nf1,SU2adj1nf3,SU2adj2nf1,SU5a3A3nf0,SU7s1S2a1f8nf0,SU3nf6,SU5adj1a2A2nf1,SU5adj1s1A1F8nf0,SU5s1S1a1A1nf1,Sp4a3nf0,SU3adj2nf2,SU6adj1s1A1F8nf1,Sp3a3nf1,SO12s2nf1,SU6s2S2nf1,Sp2adj2nf2,Sp2adj1a2nf4,SU3adj1nf3,Sp2s1a1nf2,SU4adj2a1A1nf0,Sp4s1a1nf1,SU4adj1a2A2nf1,SU3adj1nf2,Sp2s2nf1,SU8s1S2a1f8nf1,SU4adj2a1A1nf1
SU2nf4,0.0,0.0,0.002499999999999991,0.0,0.023702437755546476,0.0033333333333333214,0.0,0.0033333333333333214,0.00870025542409214,0.0,0.04444878451031529,0.0,0.0,0.0,0.0,0.0,0.005000000000000016,0.002499999999999991,0.0,0.0,0.0,0.020682789409984775,0.0,0.02940379794062891,0.010573814617041275,0.0,0.0,0.0075000000000000075,0.0,0.0,0.005000000000000016,0.004082482904638616,0.0033333333333333214,0.01674979270186814,0.005000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU9s2A2F16nf0,0.0,0.0,0.0,0.013667682889047265,0.0,0.0,0.0,0.0,0.0,0.0,0.04580302027887098,0.0,0.0,0.0,0.0,0.0,0.006666666666666687,0.0,0.0,0.007637626158259738,0.0,0.020682789409984775,0.0,0.038369548110737776,0.005000000000000016,0.0,0.0,0.0,0.0,0.0412394767721954,0.008975274678557526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10201102881551583,0.0
Sp2s1a2nf0,0.002499999999999991,0.0,0.0,0.0,0.09212009070290318,0.07357913351548039,0.0,0.002499999999999991,0.0,0.004082482904638616,0.11714485335116803,0.0,0.009464847243000469,0.0076829537144107425,0.009860132971832695,0.011334558757279537,0.008164965809277279,0.005527707983925673,0.022988523706889523,0.008539125638299679,0.0,0.002499999999999991,0.005527707983925673,0.0,0.009718253158075516,0.002499999999999991,0.002499999999999991,0.002499999999999991,0.0065085413965888924,0.008539125638299679,0.004082482904638616,0.005833333333333348,0.0033333333333333214,0.00816496580927727,0.004166666666666652,0.012801909579781008,0.0038188130791298527,0.0033333333333333214,0.002499999999999991,0.009860132971832705,0.0,0.007861650943380519
SU10s2A2F16nf1,0.0,0.013667682889047265,0.0,0.0,0.005527707983925673,0.004166666666666652,0.0,0.0,0.0,0.0,0.0482254543207676,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0038188130791298527,0.007637626158259735,0.11216307572260825,0.045061686115319265,0.0,0.024734703466093043,0.009718253158075512,0.01600781059358214,0.005335936864527385,0.02549509756796393,0.0,0.016666666666666646,0.02387758130315733,0.002499999999999991,0.019999999999999997,0.002499999999999991,0.0,0.0065085413965888924,0.0,0.0,0.0,0.0,0.030092450142112974,0.010408329997330665
Sp2s1a2nf1,0.023702437755546476,0.0,0.09212009070290318,0.005527707983925673,0.0,0.08749603165604458,0.0,0.0,0.0,0.004082482904638616,0.06815525576864112,0.0,0.0065085413965888924,0.005000000000000016,0.006666666666666682,0.0065085413965888924,0.01105541596785134,0.005527707983925673,0.017400510848184256,0.008700255424092135,0.0,0.0033333333333333214,0.004166666666666652,0.0,0.008374896350934096,0.0038188130791298527,0.005527707983925673,0.002499999999999991,0.0058333333333333475,0.009464847243000467,0.004166666666666652,0.007861650943380528,0.004082482904638616,0.007861650943380519,0.005335936864527377,0.009860132971832695,0.010671873729054756,0.0038188130791298527,0.00745355992499931,0.0055901699437494795,0.0033333333333333214,0.012047360245667472
Sp2s2a1nf1,0.0033333333333333214,0.0,0.07357913351548039,0.004166666666666652,0.08749603165604458,0.0,0.0,0.002499999999999991,0.0,0.004166666666666652,0.07078920193865101,0.002499999999999991,0.008333333333333349,0.0033333333333333214,0.0038188130791298527,0.002499999999999991,0.007861650943380512,0.002499999999999991,0.029154759474226494,0.010172129679778097,0.002499999999999991,0.002499999999999991,0.0055901699437494795,0.002499999999999991,0.011666666666666676,0.002499999999999991,0.005335936864527377,0.0,0.002499999999999991,0.00897527467855751,0.007264831572567792,0.008498365855987991,0.0033333333333333214,0.0065085413965888924,0.00816496580927727,0.010000000000000009,0.0075000000000000015,0.0,0.01057381461704127,0.011055415967851341,0.002499999999999991,0.010408329997330667
SU5s1a1A2F8nf0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023288647687470184,0.03594942435020498,0.013667682889047256,0.024565671621639466,0.023407619841980226,0.005527707983925673,0.005527707983925671,0.005527707983925673,0.007500000000000021,0.03445004434765732,0.007264831572567809,0.013667682889047293,0.027144162458170546,0.01835226295462103,0.014648663192705793,0.08563893844378138,0.037831864876053875,0.029166666666666674,0.006454972243679048,0.039272905559827265,0.024494897427831758,0.010671873729054756,0.05107184482014854,0.011666666666666662,0.034044497026359165,0.0709264094365107,0.021794494717703353,0.017658016750347578,0.016351180725290494,0.010000000000000014,0.031885210782848325,0.02187400791401114,0.048562674281111544,0.07378647873726218,0.1370548349303219
SU5s1a1A2F8nf1,0.0033333333333333214,0.0,0.002499999999999991,0.0,0.0,0.002499999999999991,0.023288647687470184,0.0,0.03210226714043036,0.014166666666666656,0.02357022603955158,0.017260262647673295,0.01615893285805444,0.016435902436096696,0.019808107206674516,0.01589898669028244,0.02187400791401113,0.0286259400621961,0.020749832663314555,0.014999999999999982,0.020766559657295174,0.027499999999999983,0.025276251480171815,0.03763863263545404,0.024452334585202014,0.02473470346609305,0.061599062041921074,0.14211693151142202,0.01643590243609665,0.0984215705806179,0.025124689052802202,0.08411714714874992,0.037822685726367405,0.020412414523193142,0.0190029237516523,0.02260776661041756,0.01827642683288442,0.020899893673307416,0.026153924710792014,0.0281858908754796,0.053593117302711754,0.028577380332470398
SU6s1a1A2F8nf1,0.00870025542409214,0.0,0.0,0.0,0.0,0.0,0.03594942435020498,0.03210226714043036,0.0,0.014166666666666656,0.02357022603955158,0.02962731472438529,0.012936812246883367,0.020480342879074184,0.02479079130107252,0.030103986446980712,0.022499999999999964,0.13309614319480986,0.07091172133168269,0.03660031875999625,0.015811388300841885,0.0660439668369152,0.044534630719624616,0.06823672031978088,0.035901098714230015,0.025563102750296603,0.10949378470437895,0.030743111242827845,0.030103986446980723,0.07939003575876369,0.0189296944860009,0.02022443516585266,0.034920544732928285,0.03210226714043038,0.02790111507130534,0.0670820393249937,0.034318767136623324,0.04639803635691685,0.03723051317281445,0.03613247231446467,0.03711842908553347,0.07307245262979294
SU5s1S1a2A2nf1,0.0,0.0,0.004082482904638616,0.0,0.004082482904638616,0.004166666666666652,0.013667682889047256,0.014166666666666656,0.014166666666666656,0.0,0.025671536334582263,0.015723301886761007,0.014166666666666656,0.011211353372561404,0.014166666666666656,0.014166666666666656,0.0448454134902457,0.01527525231651945,0.01632993161855452,0.012936812246883346,0.03965125751123441,0.014166666666666656,0.014166666666666656,0.02945099507845381,0.01699673171197594,0.014166666666666656,0.01943650631615102,0.050833333333333335,0.014166666666666656,0.02505549396395483,0.024734703466093046,0.05151186486841862,0.027500000000000007,0.014433756729740633,0.014907119849998582,0.014813657362192645,0.01536590742882148,0.014166666666666656,0.014166666666666656,0.014166666666666656,0.031446603773522,0.04479118216792231
