Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,bias
a,0.26086318492889404,-0.01962955854833126,0.0974145233631134,-0.020751843228936195,0.24148744344711304,0.35808101296424866,0.22716590762138367,-0.14891092479228973,0.12263679504394531,1.5580382347106934
c,0.23465758562088013,-0.2453223317861557,-0.15750031173229218,-0.151072695851326,-0.3393602967262268,-0.22859801352024078,-0.20011503994464874,0.10886622220277786,0.13062229752540588,1.4011993408203125
