Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,bias
a,0.19238153100013733,-0.13013871014118195,0.1459641009569168,-0.2350395917892456,-0.18286046385765076,0.280700147151947,0.1376139372587204,-0.25647708773612976,0.13413721323013306,-0.06404849141836166,-0.037501558661460876,1.3240174055099487
c,-0.09208612143993378,0.16955378651618958,0.2559036314487457,0.01209717895835638,0.2103002369403839,-0.03156531974673271,0.09067610651254654,-0.23444636166095734,0.02003372274339199,0.20181845128536224,0.1316792517900467,1.0524852275848389
