Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,bias
a,-0.11607471108436584,0.2355126291513443,0.19556279480457306,-0.23640793561935425,-0.03719845414161682,-0.1232982948422432,-0.24440571665763855,0.055088818073272705,0.15355035662651062,0.18263252079486847,-0.15276943147182465,0.025434523820877075,-0.24937960505485535,2.0269808769226074
c,0.04308832809329033,-0.25465333461761475,0.08236442506313324,0.08932521939277649,-0.06551619619131088,0.10017041116952896,0.019595740363001823,-0.032665930688381195,-0.20682279765605927,0.012738505378365517,-0.12993395328521729,0.03304191306233406,0.1572144329547882,2.4913907051086426
