SU2nf4,SU2nf4,SU9s2A2F16nf0,SU10s2A2F16nf1,Sp2s1a2nf0,Sp2s1a2nf1,Sp2s2a1nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1
SU2nf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU9s2A2F16nf0,0.0,0.0,0.9678888888888888,1.0,0.9917777777777778,0.9973333333333335,0.9993333333333334,0.9987777777777778
SU10s2A2F16nf1,0.0,0.9678888888888888,0.0,0.9995555555555555,0.987111111111111,0.9960000000000001,0.9986666666666667,0.9990000000000001
Sp2s1a2nf0,0.0,1.0,0.9995555555555555,0.0,0.8085555555555556,0.8226666666666667,0.9992222222222221,0.9986666666666667
Sp2s1a2nf1,0.0,0.9917777777777778,0.987111111111111,0.8085555555555556,0.0,0.7859999999999999,0.9822222222222221,0.982111111111111
Sp2s2a1nf1,0.0,0.9973333333333335,0.9960000000000001,0.8226666666666667,0.7859999999999999,0.0,0.9971111111111113,0.9964444444444446
SU5s1a1A2F8nf0,0.0,0.9993333333333334,0.9986666666666667,0.9992222222222221,0.9822222222222221,0.9971111111111113,0.0,0.9673333333333334
SU5s1a1A2F8nf1,0.0,0.9987777777777778,0.9990000000000001,0.9986666666666667,0.982111111111111,0.9964444444444446,0.9673333333333334,0.0

SU9s2A2F16nf0,SU2nf4,SU9s2A2F16nf0,SU10s2A2F16nf1,Sp2s1a2nf0,Sp2s1a2nf1,Sp2s2a1nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1
SU2nf4,0.0,0.0,0.9678888888888888,1.0,0.9917777777777778,0.9973333333333335,0.9993333333333334,0.9987777777777778
SU9s2A2F16nf0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU10s2A2F16nf1,0.9678888888888888,0.0,0.0,0.9665555555555555,0.9655555555555554,0.9658888888888889,0.9675555555555555,0.9678888888888888
Sp2s1a2nf0,1.0,0.0,0.9665555555555555,0.0,0.8323333333333331,0.8295555555555555,0.9995555555555555,0.9987777777777777
Sp2s1a2nf1,0.9917777777777778,0.0,0.9655555555555554,0.8323333333333331,0.0,0.8112222222222222,0.9984444444444444,0.9978888888888888
Sp2s2a1nf1,0.9973333333333335,0.0,0.9658888888888889,0.8295555555555555,0.8112222222222222,0.0,0.9995555555555555,0.9991111111111111
SU5s1a1A2F8nf0,0.9993333333333334,0.0,0.9675555555555555,0.9995555555555555,0.9984444444444444,0.9995555555555555,0.0,0.9657777777777777
SU5s1a1A2F8nf1,0.9987777777777778,0.0,0.9678888888888888,0.9987777777777777,0.9978888888888888,0.9991111111111111,0.9657777777777777,0.0

SU10s2A2F16nf1,SU2nf4,SU9s2A2F16nf0,SU10s2A2F16nf1,Sp2s1a2nf0,Sp2s1a2nf1,Sp2s2a1nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1
SU2nf4,0.0,0.9678888888888888,0.0,0.9995555555555555,0.987111111111111,0.9960000000000001,0.9986666666666667,0.9990000000000001
SU9s2A2F16nf0,0.9678888888888888,0.0,0.0,0.9665555555555555,0.9655555555555554,0.9658888888888889,0.9675555555555555,0.9678888888888888
SU10s2A2F16nf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sp2s1a2nf0,0.9995555555555555,0.9665555555555555,0.0,0.0,0.8447777777777778,0.8364444444444444,0.9995555555555555,0.9991111111111111
Sp2s1a2nf1,0.987111111111111,0.9655555555555554,0.0,0.8447777777777778,0.0,0.8167777777777778,0.9968888888888888,0.9965555555555555
Sp2s2a1nf1,0.9960000000000001,0.9658888888888889,0.0,0.8364444444444444,0.8167777777777778,0.0,0.9982222222222222,0.9978888888888889
SU5s1a1A2F8nf0,0.9986666666666667,0.9675555555555555,0.0,0.9995555555555555,0.9968888888888888,0.9982222222222222,0.0,0.9666666666666667
SU5s1a1A2F8nf1,0.9990000000000001,0.9678888888888888,0.0,0.9991111111111111,0.9965555555555555,0.9978888888888889,0.9666666666666667,0.0

Sp2s1a2nf0,SU2nf4,SU9s2A2F16nf0,SU10s2A2F16nf1,Sp2s1a2nf0,Sp2s1a2nf1,Sp2s2a1nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1
SU2nf4,0.0,1.0,0.9995555555555555,0.0,0.8085555555555556,0.8226666666666667,0.9992222222222221,0.9986666666666667
SU9s2A2F16nf0,1.0,0.0,0.9665555555555555,0.0,0.8323333333333331,0.8295555555555555,0.9995555555555555,0.9987777777777777
SU10s2A2F16nf1,0.9995555555555555,0.9665555555555555,0.0,0.0,0.8447777777777778,0.8364444444444444,0.9995555555555555,0.9991111111111111
