Charge,x1,x2,x3,x4,x5,x6,x7,x8,bias
a,0.3257952928543091,-0.2934432923793793,-0.16788995265960693,-0.06741512566804886,-0.1781436949968338,0.27294617891311646,-0.14632852375507355,0.21762265264987946,1.3446097373962402
c,-0.013727429322898388,0.3381480276584625,-0.1546415239572525,-0.18257784843444824,0.00010287618351867422,-0.025530416518449783,-0.29955390095710754,0.16962826251983643,1.4383162260055542
