Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU3adj1nf3,SU5s1a1A2F8nf0,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,SU3adj1nf4,Sp2s1a2nf0,Sp2adj1nf1,SU5adj1nf2,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,SU5adj1nf4,Sp2s1a1nf2,Sp2s1a2nf1,SU3nf5,SU5adj1a2A2nf1,SU2nf5,Sp3a3nf1,SU4a3A3nf1
SU2nf4,0.0,0.9996666666666667,0.9975,0.9931666666666668,1.0,0.9965,0.9996666666666667,0.8838333333333334,1.0,1.0,0.9666666666666667,0.9843333333333335,0.8688333333333333,0.9491666666666667,0.9998333333333334,1.0,0.9978333333333333,0.9980000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951666666666666,1.0,0.9905000000000002,1.0,1.0
SU2adj1nf2,0.9996666666666667,0.0,0.9653333333333335,0.8634999999999999,0.6555,0.6415,0.9888333333333336,0.882,0.9893333333333335,0.9691666666666667,0.9971666666666666,0.813,0.8261666666666669,0.7528333333333334,1.0,0.6431666666666667,0.8731666666666666,0.8061666666666667,0.6699999999999998,0.7271666666666667,0.6385000000000001,0.9763333333333334,0.7661666666666668,0.9058333333333333,0.9283333333333335,0.6940000000000002,0.8194999999999999,0.9821666666666666,0.8735,0.9363333333333332,0.9428333333333333,0.9695
SU6s1a1A2F8nf1,0.9975,0.9653333333333335,0.0,0.823,0.9549999999999998,0.9490000000000001,0.9098333333333332,0.8778333333333335,0.8018333333333334,0.9801666666666666,0.9926666666666665,0.743,0.7718333333333333,0.7273333333333334,0.9990000000000001,0.9646666666666667,0.9253333333333333,0.7763333333333334,0.9621666666666667,0.9706666666666668,0.9531666666666666,0.9806666666666668,0.9481666666666666,0.9591666666666666,0.9029999999999998,0.9428333333333333,0.953,0.9621666666666667,0.9083333333333333,0.9338333333333333,0.9444999999999999,0.9653333333333333
SU6adj1s1A1F8nf1,0.9931666666666668,0.8634999999999999,0.823,0.0,0.8463333333333333,0.8421666666666667,0.9153333333333332,0.8853333333333334,0.8956666666666667,0.9096666666666667,0.9948333333333333,0.6181666666666666,0.8323333333333334,0.6786666666666668,0.9943333333333334,0.8738333333333334,0.7171666666666667,0.7801666666666668,0.8691666666666668,0.8960000000000001,0.8533333333333334,0.9398333333333335,0.7161666666666666,0.7733333333333334,0.8281666666666667,0.8541666666666667,0.8771666666666669,0.972,0.85,0.8906666666666666,0.8575,0.9435000000000001
SU3adj1nf2,1.0,0.6555,0.9549999999999998,0.8463333333333333,0.0,0.6134999999999999,0.9861666666666667,0.8810000000000001,0.9873333333333335,0.8191666666666666,0.9991666666666668,0.787,0.8548333333333333,0.7083333333333333,1.0,0.5788333333333333,0.7914999999999999,0.8368333333333335,0.5638333333333334,0.6611666666666666,0.6733333333333333,0.9121666666666667,0.6645,0.7671666666666667,0.9263333333333335,0.587,0.5931666666666667,0.9898333333333333,0.6938333333333333,0.9283333333333332,0.9401666666666668,0.9668333333333335
SU3adj1nf3,0.9965,0.6415,0.9490000000000001,0.8421666666666667,0.6134999999999999,0.0,0.9865,0.8818333333333334,0.9890000000000001,0.9520000000000001,0.9986666666666667,0.7735,0.7653333333333333,0.6023333333333334,1.0,0.7605,0.6044999999999999,0.6646666666666668,0.7733333333333331,0.8111666666666666,0.5683333333333332,0.9553333333333334,0.7499999999999999,0.8783333333333334,0.8830000000000001,0.564,0.7650000000000001,0.9696666666666667,0.7518333333333334,0.9356666666666666,0.7968333333333333,0.9661666666666667
SU5s1a1A2F8nf0,0.9996666666666667,0.9888333333333336,0.9098333333333332,0.9153333333333332,0.9861666666666667,0.9865,0.0,0.8835000000000001,0.9678333333333333,0.9901666666666668,0.9956666666666668,0.8220000000000001,0.8476666666666667,0.818,0.9996666666666667,0.9891666666666667,0.9865,0.9400000000000002,0.9883333333333334,0.9906666666666668,0.9876666666666668,0.9908333333333332,0.9866666666666668,0.9866666666666667,0.9668333333333333,0.9868333333333333,0.9873333333333334,0.9838333333333332,0.9426666666666667,0.9776666666666667,0.9865,0.9716666666666669
SU3nf6,0.8838333333333334,0.882,0.8778333333333335,0.8853333333333334,0.8810000000000001,0.8818333333333334,0.8835000000000001,0.0,0.8833333333333334,0.8833333333333334,0.8806666666666668,0.8455000000000001,0.5658333333333333,0.8676666666666667,0.8845000000000001,0.883,0.878,0.8795000000000002,0.8825,0.8833333333333334,0.8823333333333333,0.8839999999999999,0.8831666666666667,0.8835,0.8670000000000002,0.883,0.8835,0.9526666666666667,0.8838333333333332,0.9691666666666667,0.87,0.9758333333333333
SU5s1a1A2F8nf1,1.0,0.9893333333333335,0.8018333333333334,0.8956666666666667,0.9873333333333335,0.9890000000000001,0.9678333333333333,0.8833333333333334,0.0,0.9871666666666669,1.0,0.7626666666666665,0.7505,0.8528333333333334,1.0,0.9878333333333335,0.9891666666666667,0.9818333333333333,0.9875000000000002,0.9883333333333333,0.9890000000000001,0.9875,0.9875,0.9868333333333333,0.9723333333333334,0.9876666666666668,0.9868333333333333,0.9438333333333334,0.9856666666666666,0.95,0.9908333333333332,0.9741666666666666
SU6s2S2nf1,1.0,0.9691666666666667,0.9801666666666666,0.9096666666666667,0.8191666666666666,0.9520000000000001,0.9901666666666668,0.8833333333333334,0.9871666666666669,0.0,0.9985,0.9128333333333333,0.9233333333333335,0.8564999999999999,1.0,0.8876666666666668,0.9038333333333334,0.976,0.8644999999999999,0.8234999999999999,0.8978333333333335,0.6924999999999999,0.5781666666666667,0.6495000000000001,0.9743333333333334,0.9245,0.8651666666666666,1.0,0.8733333333333333,0.9319999999999999,0.9951666666666666,0.9738333333333332
SU10s2A2F16nf1,0.9666666666666667,0.9971666666666666,0.9926666666666665,0.9948333333333333,0.9991666666666668,0.9986666666666667,0.9956666666666668,0.8806666666666668,1.0,0.9985,0.0,0.8131666666666668,0.9309999999999999,0.9413333333333332,0.9566666666666667,0.9991666666666668,0.9831666666666666,0.9985,0.9991666666666668,0.9991666666666668,0.9991666666666668,0.9936666666666667,0.9990000000000001,0.9973333333333335,0.9988333333333332,0.9991666666666668,0.9976666666666668,0.9876666666666667,0.9991666666666668,0.9986666666666667,0.9991666666666668,0.9765
SU8s1S2a1f8nf1,0.9843333333333335,0.813,0.743,0.6181666666666666,0.787,0.7735,0.8220000000000001,0.8455000000000001,0.7626666666666665,0.9128333333333333,0.8131666666666668,0.0,0.7401666666666668,0.5818333333333333,0.9888333333333335,0.7895,0.635,0.7073333333333331,0.8169999999999998,0.8583333333333333,0.759,0.9329999999999999,0.7423333333333332,0.847,0.7264999999999999,0.7788333333333333,0.7741666666666667,0.951,0.7876666666666666,0.804,0.7881666666666667,0.9535000000000001
Sp2adj1a2nf4,0.8688333333333333,0.8261666666666669,0.7718333333333333,0.8323333333333334,0.8548333333333333,0.7653333333333333,0.8476666666666667,0.5658333333333333,0.7505,0.9233333333333335,0.9309999999999999,0.7401666666666668,0.0,0.7243333333333335,0.9578333333333333,0.8721666666666665,0.8021666666666667,0.7181666666666666,0.8741666666666668,0.8974999999999999,0.8274999999999999,0.9311666666666669,0.8741666666666668,0.8998333333333334,0.6788333333333334,0.8261666666666666,0.8611666666666666,0.8651666666666665,0.8358333333333334,0.8675,0.7243333333333334,0.8396666666666667
SU5adj1s1A1F8nf0,0.9491666666666667,0.7528333333333334,0.7273333333333334,0.6786666666666668,0.7083333333333333,0.6023333333333334,0.818,0.8676666666666667,0.8528333333333334,0.8564999999999999,0.9413333333333332,0.5818333333333333,0.7243333333333335,0.0,0.9293333333333333,0.7710000000000001,0.5601666666666666,0.5445,0.7745000000000001,0.8121666666666668,0.6683333333333333,0.8791666666666665,0.6571666666666667,0.7493333333333332,0.7136666666666668,0.6083333333333333,0.7158333333333334,0.9875,0.695,0.8858333333333333,0.6801666666666668,0.939
SU9s2A2F16nf0,0.9998333333333334,1.0,0.9990000000000001,0.9943333333333334,1.0,1.0,0.9996666666666667,0.8845000000000001,1.0,1.0,0.9566666666666667,0.9888333333333335,0.9578333333333333,0.9293333333333333,0.0,1.0,0.9995,0.9990000000000001,1.0,1.0,1.0,0.9996666666666667,1.0,1.0,0.9971666666666666,1.0,1.0,0.917,1.0,0.9975,1.0,0.9788333333333334
SO5adj1nf2,1.0,0.6431666666666667,0.9646666666666667,0.8738333333333334,0.5788333333333333,0.7605,0.9891666666666667,0.883,0.9878333333333335,0.8876666666666668,0.9991666666666668,0.7895,0.8721666666666665,0.7710000000000001,1.0,0.0,0.9236666666666666,0.9051666666666667,0.5376666666666666,0.5845,0.7966666666666667,0.9311666666666666,0.7019999999999998,0.8395,0.9556666666666668,0.7653333333333333,0.6926666666666667,0.9918333333333333,0.7791666666666666,0.9288333333333333,0.9845,0.9716666666666667
SU7a2A2nf1,0.9978333333333333,0.8731666666666666,0.9253333333333333,0.7171666666666667,0.7914999999999999,0.6044999999999999,0.9865,0.878,0.9891666666666667,0.9038333333333334,0.9831666666666666,0.635,0.8021666666666667,0.5601666666666666,0.9995,0.9236666666666666,0.0,0.5658333333333334,0.9346666666666666,0.9588333333333334,0.6163333333333333,0.9890000000000001,0.6713333333333332,0.8511666666666667,0.7781666666666668,0.6648333333333334,0.9436666666666667,0.9768333333333333,0.8326666666666667,0.9531666666666666,0.7593333333333332,0.9655000000000001
SU3adj1nf4,0.9980000000000001,0.8061666666666667,0.7763333333333334,0.7801666666666668,0.8368333333333335,0.6646666666666668,0.9400000000000002,0.8795000000000002,0.9818333333333333,0.976,0.9985,0.7073333333333331,0.7181666666666666,0.5445,0.9990000000000001,0.9051666666666667,0.5658333333333334,0.0,0.9098333333333334,0.9155,0.6811666666666666,0.9808333333333333,0.8773333333333333,0.9248333333333335,0.6813333333333333,0.6720000000000002,0.8901666666666667,0.9693333333333334,0.75,0.9323333333333332,0.6076666666666666,0.9546666666666667
Sp2s1a2nf0,1.0,0.6699999999999998,0.9621666666666667,0.8691666666666668,0.5638333333333334,0.7733333333333331,0.9883333333333334,0.8825,0.9875000000000002,0.8644999999999999,0.9991666666666668,0.8169999999999998,0.8741666666666668,0.7745000000000001,1.0,0.5376666666666666,0.9346666666666666,0.9098333333333334,0.0,0.5583333333333332,0.8021666666666667,0.9026666666666666,0.6676666666666669,0.8023333333333333,0.9586666666666668,0.7434999999999999,0.6733333333333335,0.9921666666666666,0.7376666666666665,0.9301666666666665,0.9814999999999999,0.9721666666666667
