Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3adj1nf3,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,SU3adj1nf4,Sp2s1a2nf0,Sp2adj1nf1,SU5adj1nf2,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,SU5adj1nf4,Sp2s1a1nf2,Sp2s1a2nf1,Sp2nf5,SU5adj1a2A2nf1,SU3nf5,Sp3a3nf1,SU4a3A3nf1,Sp2s2nf1,Sp2adj2nf2,SU2nf5,SU4adj2a1A1nf0,Sp4a3nf0,SO12s2nf1,SU2adj1nf3,SU3adj2nf2,SU5a3A3nf0,SU7s1S2a1f8nf0,Sp5a3nf1,SU3adj2nf1,SU4s1S1a2A2nf1,SU4adj1a2A2nf1
SU2nf4,0.0,0.0,0.0072913359713370615,0.01736722114704509,0.0,0.003333333333333322,0.0,0.026394736194276167,0.009464847243000464,0.0,0.002499999999999992,0.046184680266924266,0.10927122501959953,0.01812167381144455,0.0,0.0,0.003685138655950431,0.003685138655950431,0.0,0.0,0.0,0.0,0.0,0.0,0.004383259399460968,0.0,0.0,0.07605431782127337,0.004157397096415476,0.033477696647760985,0.0014958791130929125,0.06030337398172881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017035275673846616,0.004383259399460968,0.0,0.0,0.0031056499687496966
SU2adj1nf2,0.0,0.0,0.0047790695928014645,0.04875692416796805,0.045078806166890674,0.004882887730901933,0.028519270071867168,0.03619221661089408,0.010485881160098274,0.012347839317162714,0.014865653511399615,0.04882571676159962,0.04882571676159963,0.018677328304460276,0.004882887730901933,0.02392922950475751,0.008910563851303023,0.03955383891406126,0.02414590423566748,0.03129040597647847,0.017213259316477405,0.005931710140017404,0.008646879120151893,0.016594752256937594,0.007184731753543103,0.016055940018464925,0.013347793085259962,0.030541663508665395,0.016548190009562754,0.017444798297897322,0.00870025542409213,0.05901977069875257,0.013724021474484023,0.02756725781980688,0.0,0.019683059708952077,0.008188557207213164,0.024502771322222637,0.052056474556099894,0.017524233661763887,0.0032984283575105385,0.019085981540335424,0.01821722492452177,0.011072850793330416,0.030252282844174763,0.007959193767719133
SU6s1a1A2F8nf1,0.0072913359713370615,0.0047790695928014645,0.0,0.12411694256667286,0.004383259399460969,0.04797520578768131,0.007682953714410744,0.05565615891068443,0.11065322319060181,0.01550587304105874,0.028942258394735798,0.0990635162252662,0.06547311200074216,0.08551947291063935,0.05114808445298687,0.004129463540921806,0.031001792062897136,0.018519675889759207,0.0020786985482077374,0.006217508134888736,0.009999999999999997,0.00598351645237167,0.009111788592698185,0.005527707983925674,0.020344259359556166,0.009128709291752777,0.004267303193260335,0.05514011333653052,0.04487293445846371,0.02579148342542458,0.01791612832955232,0.04517114232300786,0.016573815433529232,0.011279966946803874,0.02129307544081866,0.01267166080884116,0.04656486912938805,0.01571593906646182,0.004969039949999535,0.01160366587455857,0.04372684572476086,0.05339117234103982,0.03589787469206787,0.004267303193260336,0.012897985295826565,0.013608276348795427
SU6adj1s1A1F8nf1,0.01736722114704509,0.04875692416796805,0.12411694256667286,0.0,0.04599382674626489,0.025520809712763062,0.043202259028726556,0.05482083613074571,0.0694916506220196,0.06094738167742182,0.0440792286123717,0.06610644241218144,0.05029925876291584,0.06272182855894572,0.073361211031107,0.04696334267868457,0.04029597290175242,0.031505437508350734,0.05321166677977191,0.05179568717447953,0.039106533823062374,0.036418562964442486,0.04385019391260248,0.05229604710883869,0.03310686960156176,0.04153311931459037,0.052842796208292304,0.04699701198802397,0.03176398301982846,0.024564101077149045,0.0291070819942883,0.04161570958124608,0.04474637029213641,0.03494263376336974,0.03315810423626795,0.04416579314300398,0.05953847702883891,0.03349497843329524,0.048940156200086744,0.05086064839889043,0.0333391198681106,0.10395719679479674,0.03622737693383517,0.049848536018722515,0.03244653722321964,0.03193961316122801
SU3adj1nf2,0.0,0.045078806166890674,0.004383259399460969,0.04599382674626489,0.0,0.008962369891612056,0.061491869381244214,0.03180403926516642,0.010540925533894602,0.014285989856248663,0.012756625003561147,0.053848782326294906,0.07390194120305803,0.03321855237999125,0.0037781862524265135,0.04258343299256295,0.013289859682117437,0.041069799062836046,0.02914549496136941,0.041028445416970566,0.04236816881097248,0.011879669322412844,0.022743877211620803,0.02955560776937744,0.009217033346131703,0.033199964673490054,0.027722166555277,0.02370243775554649,0.01770819716723247,0.01762302436173546,0.009217033346131703,0.04210510071443648,0.030211446199768077,0.03008347440204945,0.0,0.033158104236267937,0.009279607271383387,0.02959213484094117,0.01881726617159993,0.02778333277788887,0.03433787276714793,0.021047051932794013,0.03246080257331453,0.038988958550965284,0.07602641272675414,0.020495407495218568
SU5s1a1A2F8nf0,0.003333333333333322,0.004882887730901933,0.04797520578768131,0.025520809712763062,0.008962369891612056,0.0,0.008031573497111652,0.046031557881388886,0.021401511426953568,0.047193618788147484,0.013368010461684397,0.05395185325024343,0.05383158465225447,0.08670227188844179,0.0032984283575105385,0.005562495665139114,0.029293375562605476,0.010617508252009114,0.0020786985482077374,0.0074328267556998265,0.011002945733521325,0.020525503557679074,0.014261664058881587,0.007757911135427206,0.013791323985895991,0.015654447559561538,0.0046811943184313035,0.04096068575814836,0.0756254782660114,0.019333014045894797,0.013902770840269113,0.02859357607212838,0.019333014045894787,0.008788495566420218,0.005583264233956056,0.015287875450907788,0.0890887510045772,0.004347909956249601,0.004129463540921792,0.013347793085259957,0.08292911222436296,0.03198186214360946,0.07867782799038082,0.01707825127659933,0.0266492999004699,0.014656562175858789
SU3adj1nf3,0.0,0.028519270071867168,0.007682953714410744,0.043202259028726556,0.061491869381244214,0.008031573497111652,0.0,0.03190940106838752,0.012425705136858367,0.013208326031076374,0.013217085837078134,0.05264896561421614,0.08063980268935296,0.04187356041380282,0.0014958791130929125,0.03362029259352265,0.01769075925343408,0.04633230081450124,0.02625844955132549,0.029234049148717488,0.06045098003882419,0.015214515486254614,0.028577380332470405,0.03194927499708727,0.014221028595744672,0.08204560610710046,0.030499949402912903,0.02298852370688954,0.013391078659104386,0.017304909030191704,0.01207295211783375,0.050494468588397796,0.026678238230095484,0.02908188736721717,0.0014958791130929125,0.030499949402912896,0.010700755713476793,0.023088998502573725,0.06715618887119566,0.02792184860695348,0.0340614912354874,0.028437987548391486,0.03225214128215288,0.03130519816418297,0.02500771485900172,0.04931631338038255
SU3nf6,0.026394736194276167,0.03619221661089408,0.05565615891068443,0.05482083613074571,0.03180403926516642,0.046031557881388886,0.03190940106838752,0.0,0.04492449083232008,0.0414149805901675,0.04449996532111287,0.06933324430193714,0.06679443774432305,0.04751867728965132,0.03667929075609793,0.03216589905052237,0.048492712956448865,0.03525589872718789,0.03660031875999625,0.041126123385159453,0.035986966090448116,0.03660031875999625,0.04113456538163255,0.03617942256703321,0.04501457240044675,0.03619221661089408,0.03616342364705731,0.13874687183660914,0.04756736613464797,0.07361320751731754,0.047205879524995574,0.06235848175600156,0.03775734741676933,0.036051232406461395,0.04613202337039764,0.03621885635350122,0.03748353548024473,0.04506939094329987,0.0322521412821529,0.03210226714043038,0.03333333333333334,0.05273463148657334,0.04622225560896231,0.036324157862838956,0.03246674461926912,0.04128061901392517
SU5s1a1A2F8nf1,0.009464847243000464,0.010485881160098274,0.11065322319060181,0.0694916506220196,0.010540925533894602,0.021401511426953568,0.012425705136858367,0.04492449083232008,0.0,0.015567951410224504,0.021162218838600998,0.05857687256929991,0.10677800901813322,0.11033933350586507,0.014057312143199994,0.010076865081787255,0.048560290895461614,0.01433720877840438,0.010247703747609289,0.010904325792439185,0.01095726829073113,0.014423061095274636,0.014550889837454223,0.011331154474650636,0.013732452327009202,0.015122952876462445,0.0111145827909681,0.05090538306202358,0.03427489633125852,0.019333014045894797,0.015456030825826177,0.05087885029565239,0.013076224773266466,0.012111238531439805,0.009718253158075512,0.012472191289246481,0.04149966532662911,0.015654447559561524,0.007328281087929406,0.01346291201783627,0.0722884311902715,0.02655648533937137,0.02013840995599094,0.010988911358251386,0.016266017746619277,0.017701659962616457
SU6s2S2nf1,0.0,0.012347839317162714,0.01550587304105874,0.06094738167742182,0.014285989856248663,0.047193618788147484,0.013208326031076374,0.0414149805901675,0.015567951410224504,0.0,0.014065543223524624,0.05434798711731375,0.06975486177135427,0.13786287694483304,0.0,0.014043582955293926,0.050625714443975636,0.015969202613116462,0.013766124103737627,0.01199601271204953,0.015318128532180267,0.06510260183304581,0.01959465787616488,0.01648278188794089,0.011879669322412837,0.01586984095231744,0.013899995559107564,0.05874786573480828,0.050780938389357315,0.015287875450907784,0.009111788592698185,0.027812478325695535,0.0187185950987016,0.014166666666666673,0.0,0.017524233661763887,0.0067814197865187385,0.04908813565138112,0.010886621079036353,0.01817481978106177,0.08004869274308322,0.07444029839200915,0.05311950770447175,0.022704828985466056,0.022684429314693656,0.02390987450333923
