Charge,Minimal gap,Maximal gap,Mean gap,Stdev gap,Median gap,1st quartile gap,3rd quartile gap,Number of relevant ops,Log of number of relevant ops,Mean dimension,Stdev dimension,Minimal dimension,Maximal dimension,Median dimension,1st quartile dimension,3rd quartile dimension
a,0.0019063731159693967,0.007049431924434783,0.0018694970253654711,0.002429420570392722,0.004235717090852044,0.002360518698242231,0.0029594830626372944,1.137809075791544,0.021891706259974754,0.004110706273314185,0.000797996587074705,0.00641859933951562,0.0025782439317926747,0.00625470765209684,0.008656623200201226,0.006152267268514985
c,0.005707904626373318,0.004793839364436386,0.0037694216741651116,0.002748022399711216,0.00313764013690982,0.004251780026336923,0.004788853943112801,1.7278207051446144,0.027032485961344718,0.006368108105151325,0.0009264889339152976,0.005652436090878533,0.004583700871244044,0.007388274780694878,0.008551857202762116,0.005544645654472333
a - c,-0.0038015315104039217,0.0022555925599983973,-0.0018999246487996404,-0.00031860182931849404,0.0010980769539422237,-0.001891261328094692,-0.001829370880475507,-0.5900116293530704,-0.005140779701369964,-0.00225740183183714,-0.0001284923468405926,0.0007661632486370869,-0.0020054569394513696,-0.0011335671285980379,0.00010476599743911019,0.0006076216140426518
