Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,bias
a,-0.2787362039089203,0.26854851841926575,-0.08818667382001877,-0.16423679888248444,0.004331805277615786,0.02778344228863716,-0.26202285289764404,-0.18463268876075745,-0.16395223140716553,1.7299829721450806
c,-0.07079913467168808,0.1613277941942215,0.1876973956823349,0.007699513807892799,-0.02324485033750534,0.24603864550590515,0.042534977197647095,0.13728243112564087,-0.04446830973029137,2.6397335529327393
