Charge,Minimal gap,Maximal gap,Mean gap,Stdev gap,Median gap,1st quartile gap,3rd quartile gap,Sum of absolute coefficients,Log of sum of absolute coefficients,Mean dimension,Stdev dimension,Minimal dimension,Maximal dimension,Median dimension,1st quartile dimension,3rd quartile dimension
a,0.0012952404965657473,0.0020272750021117264,0.00014504265963029105,0.000607941475582518,0.00017844765123633188,0.0001603579063319908,0.00028509523875167513,0.9132594187962564,0.008892242855694248,0.003869514957402076,0.00038826278492804374,0.0042972199011866346,0.0021503616791061276,0.0041426872969340155,0.006375708428515231,0.0022260669915193728
c,0.0008734217584390159,0.002024481950461576,0.0003491377515645095,0.0010599159422834525,0.0011149861881939336,0.0003875530710292689,0.00046433987260116025,0.5343708315044953,0.017692583954865566,0.003668756537527871,0.00034475875508860554,0.003398314665242121,0.0014575535336550476,0.0034721928949497283,0.004338027608673277,0.002191829064810425
a - c,0.0004218187381267314,2.793051650150369e-06,-0.00020409509193421843,-0.00045197446670093447,-0.0009365385369576018,-0.0002271951646972781,-0.0001792446338494851,0.3788885872917611,-0.008800341099171318,0.00020075841987420495,4.3504029839438194e-05,0.0008989052359445137,0.00069280814545108,0.0006704944019842872,0.002037680819841954,3.4237926708947757e-05
