Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3adj1nf3,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,SU3adj1nf4,Sp2s1a2nf0,Sp2adj1nf1,SU5adj1nf2,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,SU5adj1nf4,Sp2s1a1nf2,Sp2s1a2nf1,Sp2nf5
SU2nf4,0.0,0.0,0.021082509865341513,0.026562295750848706,0.0,0.005746979883188895,0.0,0.0315154283204627,0.008301606270274866,0.0,0.002891558595482902,0.05179124765183143,0.08971931539838873,0.029031113577600756,0.0,0.0,0.0035590260840104243,0.003975620147292191,0.0,0.0,0.0,0.0,0.0,0.0,0.025248212257944568,0.0,0.0,0.0
SU2adj1nf2,0.0,0.0,0.007264831572567797,0.023748684174075833,0.12131100985117184,0.00797391580927046,0.033133148892846805,0.002499999999999991,0.006291528696058961,0.007993052538854536,0.0,0.028462450897825217,0.04229394493042447,0.026958816327461006,0.0011666666666666624,0.045504578524217396,0.01812380264244295,0.018034688796871427,0.012615026313444178,0.05746109795137732,0.040867332784130773,0.009521904571390476,0.011785113019775795,0.011874342087037927,0.007711823534172862,0.037178622890042604,0.00957572161481549,0.0
SU6s1a1A2F8nf1,0.021082509865341513,0.007264831572567797,0.0,0.07353683884058837,0.006718548123582125,0.02831420923219373,0.014004959439030485,0.01565691185671328,0.04275251779460219,0.0072648315725677955,0.018616002673924274,0.05960727957034927,0.03719356276442351,0.08668269082630563,0.02396988851779573,0.004725815626252602,0.027428695436227613,0.09965273035229223,0.0038188130791298675,0.004499999999999996,0.007817359599705724,0.006454972243679028,0.007993052538854534,0.003958114029012639,0.03851262419288282,0.009352658564398807,0.0038188130791298675,0.010833333333333339
SU6adj1s1A1F8nf1,0.026562295750848706,0.023748684174075833,0.07353683884058837,0.0,0.02886751345948129,0.0461579414137541,0.04173194885882464,0.022376202636829257,0.0696419413859206,0.03341490020268735,0.04038013813195239,0.04290946541524635,0.0384360941477322,0.05983054775317073,0.023739910137431722,0.016557140118054477,0.03302187826948135,0.07726217990999505,0.015709162223930907,0.019166666666666665,0.03395258131243893,0.02317565772769159,0.035142961994939714,0.01480990659434871,0.03148897514298544,0.03451086785347479,0.017387735140993305,0.01609779142891623
SU3adj1nf2,0.0,0.12131100985117184,0.006718548123582125,0.02886751345948129,0.0,0.004841946348777985,0.03732031022855458,0.002499999999999991,0.003179797338056485,0.010441636738451398,0.0,0.03441737287411047,0.040700805342837564,0.025953484030729543,0.0,0.04243589937253075,0.039163475047265375,0.026583725179975138,0.02091583663691754,0.050624159800983906,0.03854614838807577,0.018080837001274764,0.07118852123450492,0.01822772613355818,0.008472176684759228,0.0496028673006354,0.020880613017821095,0.0
SU5s1a1A2F8nf0,0.005746979883188895,0.00797391580927046,0.02831420923219373,0.0461579414137541,0.004841946348777985,0.0,0.025467299294062044,0.0075663729752107846,0.035668224265054484,0.008856886837057614,0.005011098792790969,0.09460385239983037,0.03476468514647203,0.03462337039887621,0.0032659863237109138,0.0032015621187164132,0.02735618963070536,0.057602324412976406,0.0016329931618554463,0.002808716591058789,0.012271240089466657,0.0030550504633038824,0.009645090864153534,0.0016329931618554463,0.022003156339236617,0.008819171036881984,0.002260776661041748,0.001979057014506312
SU3adj1nf3,0.0,0.033133148892846805,0.014004959439030485,0.04173194885882464,0.03732031022855458,0.025467299294062044,0.0,0.00440958551844098,0.014146063449281961,0.010631452289211382,0.002891558595482902,0.1087172683820029,0.0366321807522657,0.03518838192105773,0.0,0.03674234614174768,0.028840557861764364,0.046879277582602165,0.01786057109949175,0.023535434278267875,0.027883188881873286,0.01168569876197208,0.04967142035416341,0.015307950004273378,0.013667682889047274,0.033844415262262166,0.01673652028084426,0.0
SU3nf6,0.0315154283204627,0.002499999999999991,0.01565691185671328,0.022376202636829257,0.002499999999999991,0.0075663729752107846,0.00440958551844098,0.0,0.008166666666666674,0.002499999999999991,0.0035590260840104243,0.03824773050638284,0.052929722798778715,0.017078251276599333,0.002260776661041748,0.002499999999999991,0.005983774357005413,0.00813258193250391,0.002260776661041748,0.002499999999999991,0.0047987266829626575,0.001979057014506312,0.0027080128015453103,0.0027080128015453103,0.01699673171197594,0.0027080128015453103,0.002260776661041748,0.08014310117949434
SU5s1a1A2F8nf1,0.008301606270274866,0.006291528696058961,0.04275251779460219,0.0696419413859206,0.003179797338056485,0.035668224265054484,0.014146063449281961,0.008166666666666674,0.0,0.0038188130791298675,0.002891558595482902,0.07857480512225277,0.04754792903540128,0.13228767054331925,0.0,0.0011666666666666624,0.03059774864630112,0.028734899415944443,0.0,0.002587362449376675,0.0050249378105604444,0.001979057014506312,0.002808716591058789,0.0,0.016028620235898863,0.004082482904638632,0.0,0.002260776661041748
SU6s2S2nf1,0.0,0.007993052538854536,0.0072648315725677955,0.03341490020268735,0.010441636738451398,0.008856886837057614,0.010631452289211382,0.002499999999999991,0.0038188130791298675,0.0,0.0,0.026486894033758583,0.03279735761714145,0.02348107985402527,0.0,0.009616247824501111,0.04182270781392434,0.012889487533990204,0.00946484724300046,0.009945685831890472,0.010955718953029872,0.035144147608259214,0.029722793348614537,0.01386542462386205,0.0055876848714134075,0.010847426730181995,0.011451588924201263,0.0
