Charge,x1,x2,x3,x4,x5,x6,bias
a,0.26261740922927856,0.271954745054245,-0.06638507544994354,0.28283601999282837,0.2757353186607361,0.01044970378279686,2.677128791809082
c,-0.3082228899002075,0.06119827553629875,-0.1530662178993225,-0.09301000088453293,-0.24847012758255005,0.06613381952047348,3.13283634185791
