Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,bias
a,-0.052449654787778854,-0.0015860471175983548,-0.024216193705797195,0.2388409823179245,0.07706698030233383,-0.014114205725491047,0.0642552450299263,-0.14023779332637787,0.07478411495685577,-0.18071947991847992,-0.040595825761556625,-0.23681002855300903,-0.2204626053571701,1.0856126546859741
c,0.037149373441934586,0.1248009204864502,0.05219051241874695,0.03776761144399643,0.07622034847736359,0.12967754900455475,-0.05921924486756325,0.028208402916789055,-0.2762337028980255,0.06017836555838585,-0.0717136412858963,0.1353476643562317,0.16073276102542877,1.4096693992614746
