Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,bias
a,-0.19426017999649048,0.0912943035364151,0.20564475655555725,0.0765921026468277,0.09372996538877487,-0.12438544631004333,0.01209585927426815,0.152195006608963,0.0981438085436821,0.1435043215751648,0.14510928094387054,0.21096327900886536,3.249717950820923
c,0.040372226387262344,0.19581806659698486,-0.212391659617424,-0.21684399247169495,0.020173924043774605,-0.15465958416461945,-0.08646053820848465,-0.12417323142290115,-0.07446125894784927,-0.0693664401769638,0.059481360018253326,-0.1555842012166977,3.8017349243164062
