Charge,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,bias
a,0.15953201055526733,-0.23609648644924164,0.055264800786972046,-0.023039503023028374,-0.1234615221619606,-0.1893414407968521,-0.01308697834610939,0.05044398084282875,-0.2775442600250244,0.1624750792980194,0.20167382061481476,0.11600423604249954,2.224459171295166
c,-0.135748490691185,0.13427308201789856,-0.04589514061808586,0.11195215582847595,0.11306402832269669,-0.2319549024105072,-0.24504901468753815,0.1985422521829605,0.008414404466748238,0.23171676695346832,0.13282661139965057,-0.08643613010644913,2.251206398010254
