Charge,x1,x2,x3,x4,x5,x6,bias
a,-0.25818562507629395,0.05381482467055321,0.19878599047660828,0.25992584228515625,0.40745508670806885,0.2445690780878067,0.8425818085670471
c,0.23248744010925293,-0.2047349512577057,0.24689383804798126,0.3037283420562744,0.13372117280960083,0.299793541431427,1.4981911182403564
